,PIN,Sex,Region,Year,Major,Grade,HSG,IndGrd2,AC1,AC2,SAT,IndGrd
596,N349117401203,F,Singapore,ay1718,URBAN STUDIES,70.0147248,4,69.7973410175,Life Sciences,Psychology,690,0.0
597,N350117421203,F,Other,ay1718,PSYCHOLOGY,78.76705628,4,79.8077544125,"Philosophy, Politics and Economics",Psychology,780,0.0
598,N351117418203,F,East Asia,ay1718,PHYSICAL SCIENCES,81.67677744,4,85.0718002075,Environmental Studies,Urban Studies,780,0.0
599,N352117414203,F,Other,ay1718,LIFE SCIENCES,66.80690716,4,65.19130523,Physical Sciences,Psychology,680,0.0
600,N353117413203,M,Other,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",67.65802125,4,60.44359374,Economics,"Philosophy, Politics and Economics",730,0.0
601,N354117412203,F,Other,ay1718,PSYCHOLOGY,73.5492974,4,63.7283436475,"Philosophy, Politics and Economics",Economics,770,0.0
602,N355117410203,F,North America,ay1718,LIFE SCIENCES,71.62073397,3,72.385536565,Global Affairs,"Philosophy, Politics and Economics",760,0.0
603,N356117408203,F,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",72.52422706,2,68.209892285,"Philosophy, Politics and Economics",Psychology,790,0.0
604,N357117405203,F,Southeast Asia,ay1718,PHYSICAL SCIENCES,70.51912951,3,66.3035206075,Life Sciences,Life Sciences,720,0.0
605,N358117401203,M,East Asia,ay1718,PSYCHOLOGY,69.65653675,4,69.2725197125,"Philosophy, Politics and Economics",Economics,800,0.0
606,N359117402203,F,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",82.10037637,4,81.656974485,Environmental Studies,Physical Sciences,780,0.0
607,N360117418203,M,Europe,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",78.43494535,4,84.81232276,"Philosophy, Politics and Economics",Economics,780,0.0
608,N361117414203,M,South Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",82.31390566,4,90.4610094275,"Philosophy, Politics and Economics","Mathematical, Computational and Statistical Sciences",790,1.0
609,N362117413203,F,Europe,ay1718,GLOBAL AFFAIRS,69.26514508,4,65.04044748,"Philosophy, Politics and Economics",Global Affairs,680,0.0
610,N363117412203,M,Europe,ay1718,URBAN STUDIES,69.78489315,3,66.2692697625,Anthropology,Philosophy,620,0.0
611,N364117410203,M,Southeast Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",87.44714374,4,89.6862071975,"Mathematical, Computational and Statistical Sciences",Economics,800,1.0
612,N365117408203,M,South Asia,ay1718,ECONOMICS,73.79506274,4,76.132900935,Economics,Undeclared,790,0.0
613,N367117401203,F,North America,ay1718,URBAN STUDIES,71.51087912,2,74.265745025,Undecided,Physical Sciences,680,0.0
614,N368117402203,F,Southeast Asia,ay1718,GLOBAL AFFAIRS,73.982031,4,71.026491165,"Philosophy, Politics and Economics",Arts & Humanities,730,0.0
615,N369117425203,F,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",73.92285339,1,73.7584006425,Global Affairs,Psychology,730,0.0
616,N370117414203,F,East Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",76.00283203,3,74.7944475975,Psychology,"Philosophy, Politics and Economics",770,0.0
617,N371117413203,F,North America,ay1718,LIFE SCIENCES,75.69309178,1,73.7196631525,Psychology,Arts & Humanities,800,0.0
618,N372117412203,M,South Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",68.90088027,4,66.9451318625,Undecided,"Mathematical, Computational and Statistical Sciences",780,0.0
619,N373117410203,F,South Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",70.35969082,4,69.3503835725,"Mathematical, Computational and Statistical Sciences",Physical Sciences,680,0.0
620,N374117408203,F,Other,ay1718,GLOBAL AFFAIRS,59.77056365,3,50.64611502,"Philosophy, Politics and Economics",Arts & Humanities,600,0.0
621,N376117401203,F,Other,ay1718,LIFE SCIENCES,74.71963677,4,70.4349743375,Life Sciences,Environmental Studies,640,0.0
622,N377117402203,M,Europe,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",79.26436343,4,82.8299071025,"Philosophy, Politics and Economics",Economics,770,0.0
623,N378117425203,F,South Asia,ay1718,ECONOMICS,68.16943528,4,77.8985589525,"Philosophy, Politics and Economics",Economics,740,0.0
624,N379117424203,F,Europe,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",74.89424229,4,79.2154766975,"Philosophy, Politics and Economics",Undeclared,800,0.0
625,N380117413203,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,70.16252993,2,65.224037065,Environmental Studies,Undecided,720,0.0
626,N381117412203,M,Other,ay1718,ECONOMICS,75.47694541,3,77.1354488025,Economics,Global Affairs,780,0.0
627,N383117408203,M,South Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",69.28703624,4,69.3181051175,"Mathematical, Computational and Statistical Sciences",Physical Sciences,770,0.0
628,N384117405203,F,East Asia,ay1718,ECONOMICS,78.04195978,3,74.78279771,"Philosophy, Politics and Economics",Life Sciences,800,0.0
629,N385117401203,F,Singapore,ay1718,ECONOMICS,79.59556815,4,77.842417325,Economics,"Philosophy, Politics and Economics",750,0.0
630,N386117402203,M,South Asia,ay1718,ECONOMICS,69.1122462,3,65.9652871325,Environmental Studies,Physical Sciences,780,0.0
631,N387117425203,M,Europe,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",80.38371964,4,87.578610585,"Philosophy, Politics and Economics","Philosophy, Politics and Economics",760,1.0
632,N388117424203,M,Singapore,ay1718,PSYCHOLOGY,78.3376146,2,75.1206505325,Psychology,"Philosophy, Politics and Economics",710,0.0
633,N389117423203,F,Southeast Asia,ay1718,PSYCHOLOGY,74.50114366,2,66.56936191,"Mathematical, Computational and Statistical Sciences",Life Sciences,770,0.0
634,N390117412203,F,Southeast Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.76141269,4,71.2989015825,"Mathematical, Computational and Statistical Sciences",Physical Sciences,790,0.0
635,N391117410203,F,South Asia,ay1718,GLOBAL AFFAIRS,60.87000402,2,50.4538426475,Literature,Physical Sciences,690,0.0
636,N392117408203,F,North America,ay1718,GLOBAL AFFAIRS,69.94147872,4,69.919991295,Arts & Humanities,Arts & Humanities,780,0.0
637,N393117405203,F,Singapore,ay1718,LIFE SCIENCES,81.03309355,2,87.083399075,Anthropology,Arts & Humanities,740,1.0
638,N394117401203,F,Europe,ay1718,LIFE SCIENCES,66.87796064,3,65.5151360675,Life Sciences,Physical Sciences,710,0.0
639,N395117402203,F,Europe,ay1718,ARTS AND HUMANITIES,63.92244538,4,60.883039805,Arts & Humanities,Psychology,730,0.0
640,N397117424203,F,South Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",68.2251571,4,62.0056174075,Undecided,Economics,780,0.0
641,N399117421203,M,South Asia,ay1718,LITERATURE,77.41716,4,72.3995563675,"Mathematical, Computational and Statistical Sciences",Literature,710,0.0
642,N300117402204,M,Other,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",75.03540629999998,2,61.6596682975,"Mathematical, Computational and Statistical Sciences",Physical Sciences,650,0.0
643,N301117425204,F,Europe,ay1718,PSYCHOLOGY,71.53757387,4,69.896162155,Psychology,Philosophy,690,0.0
644,N302117424204,M,North America,ay1718,PHILOSOPHY,82.21033563,4,87.32756523,Economics,Physical Sciences,800,1.0
645,N305117418204,F,East Asia,ay1718,GLOBAL AFFAIRS,74.67515340000001,4,75.5303800875,Psychology,Global Affairs,800,0.0
646,N307117413204,F,Other,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",72.32308502,1,67.7381150625,"Mathematical, Computational and Statistical Sciences",Undecided,740,0.0
647,N308117412204,M,North America,ay1718,ECONOMICS,77.08777091,4,83.34232336,"Philosophy, Politics and Economics","Mathematical, Computational and Statistical Sciences",800,0.0
648,N309117410204,M,Singapore,ay1718,LIFE SCIENCES,80.10688302,3,76.9447948275,Life Sciences,Physical Sciences,760,0.0
649,N310117425204,F,Europe,ay1718,PHYSICAL SCIENCES,74.73807969,3,69.53475821,Physical Sciences,Undeclared,780,0.0
650,N311117424204,M,Southeast Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",79.27507253,3,79.4692481475,Undecided,Undecided,660,0.0
651,N312117423204,M,South Asia,ay1718,PHYSICAL SCIENCES,82.58960111,4,86.9166881925,Physical Sciences,"Mathematical, Computational and Statistical Sciences",800,1.0
652,N313117421204,F,Europe,ay1718,GLOBAL AFFAIRS,79.37313166,4,83.6404374325,Psychology,Urban Studies,780,0.0
653,N315117414204,M,Other,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",59.7883052,2,60.8749045875,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",740,0.0
654,N316117413204,F,Singapore,ay1718,URBAN STUDIES,75.72872486,4,78.0072795825,Undecided,Anthropology,730,0.0
655,N319117408204,M,North America,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",70.68310708,2,72.569721385,Global Affairs,Economics,670,0.0
656,N320117424204,F,Other,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",59.05503051,2,44.9038324475,Global Affairs,"Philosophy, Politics and Economics",670,0.0
657,N321117423204,M,Southeast Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",63.84328887,3,60.2951347375,Anthropology,Anthropology,620,0.0
658,N322117421204,F,South Asia,ay1718,PHYSICAL SCIENCES,66.3143382,3,61.748132985,"Mathematical, Computational and Statistical Sciences",Economics,750,0.0
659,N323117418204,M,South Asia,ay1718,ENVIRONMENTAL STUDIES,64.40156743,3,56.2701993775,Physical Sciences,Philosophy,680,0.0
660,N324117414204,F,East Asia,ay1718,ENVIRONMENTAL STUDIES,82.69539677,4,89.2035609125,Psychology,Physical Sciences,800,1.0
661,N325117413204,M,Other,ay1718,PHYSICAL SCIENCES,69.76998231,3,67.3156669225,Physical Sciences,Arts & Humanities,680,0.0
662,N326117412204,M,South Asia,ay1718,ECONOMICS,64.0351786,3,57.9614183825,"Philosophy, Politics and Economics",Economics,710,0.0
663,N327117410204,F,East Asia,ay1718,PHYSICAL SCIENCES,74.90941351,4,72.424595495,"Mathematical, Computational and Statistical Sciences",Economics,800,0.0
664,N328117408204,F,East Asia,ay1718,URBAN STUDIES,71.57557779,3,71.6760040025,Anthropology,Anthropology,780,0.0
665,N329117405204,F,East Asia,ay1718,PHILOSOPHY,85.98195034,4,86.331376175,History,Psychology,800,1.0
666,N330117423204,F,East Asia,ay1718,ENVIRONMENTAL STUDIES,70.50973758,3,73.78324397,Environmental Studies,Global Affairs,760,0.0
667,N331117421204,F,Europe,ay1718,GLOBAL AFFAIRS,71.73787307,3,57.65728434,Global Affairs,Arts & Humanities,640,0.0
668,N332117418204,F,Singapore,ay1718,ECONOMICS,71.48396429,2,59.98179623,Economics,Undecided,630,0.0
669,N333117414204,F,Singapore,ay1718,PHILOSOPHY,69.68523625,3,60.519056205,Global Affairs,"Philosophy, Politics and Economics",700,0.0
670,N334117413204,F,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",77.16595768,4,75.74281332,Psychology,"Philosophy, Politics and Economics",740,0.0
671,N335117412204,F,Singapore,ay1718,ANTHROPOLOGY,73.79035612,3,61.92845509,Life Sciences,Economics,710,0.0
672,N336117410204,F,Singapore,ay1718,URBAN STUDIES,67.59103376,3,66.5242788125,Global Affairs,Urban Studies,720,0.0
673,N337117408204,M,North America,ay1718,Undeclared,70.34038435,4,64.836545365,"Philosophy, Politics and Economics",Urban Studies,760,0.0
674,N339117401204,F,Southeast Asia,ay1718,ECONOMICS,81.98200871,4,83.7704973425,"Philosophy, Politics and Economics",Economics,760,0.0
675,N341117418204,F,Other,ay1718,PSYCHOLOGY,67.29805851,2,62.9079958175,Life Sciences,Psychology,690,0.0
676,N343117413204,M,North America,ay1718,PHYSICAL SCIENCES,76.46653885,4,71.456246415,History,Physical Sciences,720,0.0
677,N344117412204,F,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",64.16292427,4,60.4850099175,Urban Studies,"Philosophy, Politics and Economics",800,0.0
678,N345117410204,M,South Asia,ay1718,ENVIRONMENTAL STUDIES,80.71172352,4,86.9123155025,Environmental Studies,Economics,800,1.0
679,N324117405209,M,East Asia,ay1718,PHYSICAL SCIENCES,82.22060317,4,92.4628626825,Environmental Studies,Physical Sciences,800,1.0
680,N339117421209,M,Southeast Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.04889791,4,87.9013478675,Physical Sciences,Physical Sciences,800,1.0
681,N340117410209,M,Singapore,ay1718,DDP LAW,67.06566635,3,58.78623062,Global Affairs,Economics,680,0.0
682,N341117408209,F,Southeast Asia,ay1718,LIFE SCIENCES,78.89267133,2,77.573050465,Life Sciences,Literature,640,0.0
683,N342117405209,M,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.71526283,4,92.3642447375,Physical Sciences,Psychology,800,1.0
684,N343117401209,M,Singapore,ay1718,GLOBAL AFFAIRS,70.69804833,4,67.2104277025,"Philosophy, Politics and Economics",Global Affairs,700,0.0
685,N345117425209,M,East Asia,ay1718,ARTS AND HUMANITIES,70.02258815,4,73.464957115,Psychology,Physical Sciences,780,0.0
686,N395117424214,F,Singapore,ay1718,PSYCHOLOGY,74.08300791,4,69.7208317925,Arts & Humanities,Physical Sciences,630,0.0
687,N396117423214,M,Singapore,ay1718,DDP LAW,74.16537966,3,72.8356517575,Literature,Arts & Humanities,730,0.0
688,N397117421214,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",80.83903089,2,83.9194744375,Physical Sciences,Anthropology,800,0.0
689,N398117418214,M,Singapore,ay1718,ANTHROPOLOGY,84.72127114,3,86.9529519325,Global Affairs,"Philosophy, Politics and Economics",740,1.0
690,N399117414214,M,Singapore,ay1718,ENVIRONMENTAL STUDIES,78.97665107,4,83.5785772,"Philosophy, Politics and Economics",Economics,770,0.0
691,N300117424215,F,Singapore,ay1718,PSYCHOLOGY,77.53642961,4,80.39129367,Psychology,"Mathematical, Computational and Statistical Sciences",800,0.0
692,N301117423215,F,Singapore,ay1718,ECONOMICS,72.35448401,4,71.721546675,History,"Philosophy, Politics and Economics",760,0.0
693,N302117421215,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,75.32937392,4,74.69690074,Anthropology,"Philosophy, Politics and Economics",800,0.0
694,N303117418215,F,Singapore,ay1718,ARTS AND HUMANITIES,70.03597517,4,71.153256145,Philosophy,Literature,780,0.0
695,N304117414215,M,Europe,ay1718,ECONOMICS,81.93147844,4,84.079215615,Economics,"Philosophy, Politics and Economics",770,0.0
696,N305117413215,F,Singapore,ay1718,PHILOSOPHY,68.94756852,4,65.054155085,Philosophy,Undecided,800,0.0
697,N306117412215,F,Singapore,ay1718,GLOBAL AFFAIRS,74.20562206,2,72.431322985,Arts & Humanities,Global Affairs,680,0.0
698,N307117410215,M,Singapore,ay1718,PHILOSOPHY,73.56376601,3,79.0022149775,Literature,Undecided,800,0.0
699,N308117408215,F,Singapore,ay1718,ANTHROPOLOGY,74.84580892,4,79.35473129,Psychology,Anthropology,790,0.0
700,N343117410215,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,80.4075255,4,86.8145960025,Anthropology,Urban Studies,790,1.0
701,N344117408215,F,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",69.51198727,4,75.485899715,Economics,"Mathematical, Computational and Statistical Sciences",800,0.0
702,N345117405215,F,Singapore,ay1718,ECONOMICS,74.65429822,4,76.1903844425,Literature,Arts & Humanities,770,0.0
703,N346117401215,M,Singapore,ay1718,DDP LAW,78.61769536,4,78.02358521,"Philosophy, Politics and Economics",Psychology,740,0.0
704,N347117402215,F,Singapore,ay1718,PSYCHOLOGY,73.48723957,4,73.00378447,Global Affairs,"Philosophy, Politics and Economics",660,0.0
705,N348117425215,F,Singapore,ay1718,PSYCHOLOGY,75.32010837,4,76.8686252875,"Philosophy, Politics and Economics",Anthropology,710,0.0
706,N349117424215,F,Singapore,ay1718,LITERATURE,73.69640721,4,71.40626851,Global Affairs,Economics,780,0.0
707,N350117413215,M,Singapore,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.42025538,3,91.2719610425,Global Affairs,"Philosophy, Politics and Economics",740,1.0
708,N351117412215,M,Singapore,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",83.31129708,4,85.51432191,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",800,0.0
709,N352117410215,F,Southeast Asia,ay1718,ENVIRONMENTAL STUDIES,77.96408533,4,78.99597829999998,Environmental Studies,Urban Studies,790,0.0
710,N354117405215,F,Singapore,ay1718,ARTS AND HUMANITIES,72.62057840000001,4,71.5138112125,Literature,Undecided,780,0.0
711,N355117401215,M,North America,ay1718,ENVIRONMENTAL STUDIES,79.03990372,4,74.4245432225,Arts & Humanities,Environmental Studies,780,0.0
712,N357117425215,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,69.96620202,3,66.9213885725,Literature,"Philosophy, Politics and Economics",750,0.0
713,N358117424215,M,Singapore,ay1718,DDP LAW,76.71359606,4,81.567455515,Physical Sciences,Global Affairs,780,0.0
714,N359117423215,M,Singapore,ay1718,PHILOSOPHY,65.13034035,3,55.25986111,Literature,"Philosophy, Politics and Economics",670,0.0
715,N361117410215,M,Singapore,ay1718,DDP LAW,68.21686679999999,4,60.7745596725,Arts & Humanities,Literature,730,0.0
716,N362117408215,F,Singapore,ay1718,DDP LAW,80.59880221,4,78.9558954325,Urban Studies,"Philosophy, Politics and Economics",780,0.0
717,N363117405215,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",78.37806212,4,80.7791376925,"Philosophy, Politics and Economics",Urban Studies,800,0.0
718,N364117401215,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",71.81812209,4,66.78401193,"Philosophy, Politics and Economics",Global Affairs,780,0.0
719,N365117402215,F,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",71.16690179,4,61.39830991,Global Affairs,"Philosophy, Politics and Economics",720,0.0
720,N366117425215,M,Singapore,ay1718,ANTHROPOLOGY,75.70777365,3,80.9036886075,Psychology,Anthropology,780,0.0
721,N367117424215,F,Singapore,ay1718,HISTORY,73.63610779,3,76.80024007,Arts & Humanities,Global Affairs,730,0.0
722,N368117423215,M,Singapore,ay1718,ANTHROPOLOGY,76.56354905,4,83.75782212,Economics,Global Affairs,780,0.0
723,N370117410215,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",77.17513013,4,80.26327265,Anthropology,Global Affairs,800,0.0
724,N371117408215,M,Singapore,ay1718,PHILOSOPHY,85.30743954,3,89.018098175,Arts & Humanities,"Philosophy, Politics and Economics",800,1.0
725,N372117405215,M,Singapore,ay1718,URBAN STUDIES,78.54112232,4,74.235592545,Global Affairs,History,750,0.0
726,N373117401215,M,Singapore,ay1718,DDP LAW,76.40874593,4,79.8790668275,"Philosophy, Politics and Economics",History,760,0.0
727,N374117402215,F,Singapore,ay1718,LITERATURE,65.53570399,3,62.6984579075,Literature,Philosophy,800,0.0
728,N375117425215,F,Singapore,ay1718,PSYCHOLOGY,75.52602006,4,80.2275932825,Psychology,Urban Studies,800,0.0
729,N377117423215,M,Singapore,ay1718,PHILOSOPHY,75.65201174,2,79.959922705,Philosophy,Psychology,740,0.0
730,N378117421215,M,East Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",73.68292738,3,80.279933545,Environmental Studies,Arts & Humanities,800,0.0
731,N379117418215,F,Singapore,ay1718,URBAN STUDIES,79.51220346,4,79.059064585,Global Affairs,Economics,620,0.0
732,N380117408215,M,Singapore,ay1718,ECONOMICS,70.36191801,2,65.8277777175,"Philosophy, Politics and Economics",Global Affairs,800,0.0
733,N381117405215,F,Singapore,ay1718,URBAN STUDIES,70.87097091,4,68.6803714675,Literature,Arts & Humanities,630,0.0
734,N382117401215,M,Singapore,ay1718,LITERATURE,68.59621751,3,62.10321825,History,Literature,730,0.0
735,N383117402215,F,Singapore,ay1718,DDP LAW,75.45527173,4,78.5654456075,Psychology,Anthropology,730,0.0
736,N384117425215,M,Singapore,ay1718,ENVIRONMENTAL STUDIES,74.16561121,4,74.9045862275,Arts & Humanities,Global Affairs,780,0.0
737,N385117424215,M,Singapore,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.31154069,4,77.710138475,Literature,"Mathematical, Computational and Statistical Sciences",710,0.0
738,N387117421215,F,Singapore,ay1718,ARTS AND HUMANITIES,71.19067086,4,66.3584713025,History,Literature,720,0.0
739,N388117418215,F,Singapore,ay1718,URBAN STUDIES,79.59090784,4,83.530208235,Urban Studies,Environmental Studies,760,0.0
740,N390117405215,F,Singapore,ay1718,HISTORY,83.98955701,4,84.9263226825,History,Global Affairs,760,0.0
741,N391117401215,F,Singapore,ay1718,GLOBAL AFFAIRS,62.67356118,4,55.9890514775,History,Global Affairs,730,0.0
742,N392117402215,M,Singapore,ay1718,ANTHROPOLOGY,77.53959495,4,82.0077038125,"Philosophy, Politics and Economics",Global Affairs,790,0.0
743,N393117425215,F,Singapore,ay1718,LITERATURE,65.9405823,3,52.905421200000006,Literature,Arts & Humanities,620,0.0
744,N382117423219,F,Singapore,ay1718,HISTORY,74.26446829,4,83.0103768175,Life Sciences,Philosophy,800,0.0
745,N303117425220,F,Other,ay1718,LIFE SCIENCES,68.77489022,4,75.032434455,History,Life Sciences,740,0.0
746,N340117421222,F,Singapore,ay1718,DDP LAW,77.15304920000001,4,80.598770055,Urban Studies,Psychology,800,0.0
747,N333117405227,F,Singapore,ay1718,PSYCHOLOGY,79.57919196,4,80.48740806,Psychology,Life Sciences,780,0.0
748,N327117401243,F,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",76.89038566,4,81.22773147,Literature,"Philosophy, Politics and Economics",750,0.0
749,N332117412243,M,South Asia,ay1718,LIFE SCIENCES,74.71097666,4,74.4626384725,Environmental Studies,Physical Sciences,720,0.0
750,N334117408243,F,Singapore,ay1718,URBAN STUDIES,76.18569058,4,70.6824670225,Global Affairs,"Philosophy, Politics and Economics",740,0.0
751,N335117405243,F,Singapore,ay1718,LIFE SCIENCES,71.29241129,4,65.7557169475,Anthropology,Life Sciences,750,0.0
752,N323117408245,M,Singapore,ay1718,Undeclared,75.87896197,4,78.6404094025,Economics,Undeclared,800,0.0
753,N324117405245,M,Other,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",80.30951884,4,91.2680341775,"Philosophy, Politics and Economics",Anthropology,780,1.0
754,N328117424245,M,Singapore,ay1718,URBAN STUDIES,82.07533371,4,92.3364602125,Arts & Humanities,"Mathematical, Computational and Statistical Sciences",780,1.0
755,N393117421263,F,Singapore,ay1718,PSYCHOLOGY,75.87086347,4,74.9241278475,"Philosophy, Politics and Economics",History,660,0.0
756,N313117412271,F,Singapore,ay1718,DDP LAW,73.12502596,4,75.7383963775,"Philosophy, Politics and Economics",Global Affairs,780,0.0
757,N314117410271,M,Singapore,ay1718,Undeclared,70.17977054,2,64.0794651325,"Philosophy, Politics and Economics",Global Affairs,730,0.0
758,N314113414263,M,Singapore,ay1819,ANTHROPOLOGY,75.87839804,3,63.53198296,Anthropology,Global Affairs,790,0.0
759,N360116405246,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,85.25137190000002,4,88.3019282425,Environmental Studies,Anthropology,740,1.0
760,N330116410247,F,East Asia,ay1819,PHYSICAL SCIENCES,85.65314304,4,95.890312315,Physical Sciences,Physical Sciences,800,1.0
761,N316116421296,F,South Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.16231877,3,60.955088645,"Philosophy, Politics and Economics",Undecided,740,0.0
762,N395117414218,F,Singapore,ay1819,PSYCHOLOGY,80.49733333,4,80.199640395,Psychology,History,780,0.0
763,N359117405268,F,Singapore,ay1819,ARTS AND HUMANITIES,80.22087022,4,79.2120706475,Arts & Humanities,Urban Studies,740,0.0
764,N321118418223,M,Singapore,ay1819,PHILOSOPHY,83.12729392,4,77.636867965,Philosophy,Undecided,800,0.0
765,N300118421234,M,Singapore,ay1819,URBAN STUDIES,78.37422772,3,78.68341499,Urban Studies,Economics,660,0.0
766,N368118423250,F,Singapore,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",71.79521846,3,57.7884391525,"Mathematical, Computational and Statistical Sciences",Physical Sciences,760,0.0
767,N320119425201,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",71.55733235,2,61.1925664475,"Philosophy, Politics and Economics",Psychology,710,0.0
768,N372119425207,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",72.25957056,4,58.86833971,"Philosophy, Politics and Economics","Mathematical, Computational and Statistical Sciences",730,0.0
769,N373119424207,F,Europe,ay1819,LIFE SCIENCES,73.97225040000002,3,67.5111383725,Life Sciences,Physical Sciences,730,0.0
770,N374119423207,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.45054189,4,74.4523641975,"Philosophy, Politics and Economics",Psychology,660,0.0
771,N375119421207,M,Singapore,ay1819,ECONOMICS,84.46199216,4,76.2422823125,Economics,Anthropology,780,0.0
772,N376119418207,F,Singapore,ay1819,PHYSICAL SCIENCES,81.58707874,4,75.66345434,Physical Sciences,Undecided,780,0.0
773,N377119414207,M,Europe,ay1819,GLOBAL AFFAIRS,82.38224546,4,82.852988555,Global Affairs,Life Sciences,780,0.0
774,N378119413207,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.69191618,4,77.283638705,"Philosophy, Politics and Economics",Economics,800,0.0
775,N380119402207,F,East Asia,ay1819,ANTHROPOLOGY,73.49810883,4,67.790545625,Anthropology,Literature,790,0.0
776,N381119425207,F,Singapore,ay1819,PSYCHOLOGY,77.68023909,2,74.1782087025,Psychology,Economics,710,0.0
777,N382119424207,M,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.75993913,2,62.69815538,"Philosophy, Politics and Economics",Global Affairs,790,0.0
778,N383119423207,F,Singapore,ay1819,ANTHROPOLOGY,80.75702966,3,84.646435925,Anthropology,Global Affairs,780,0.0
779,N384119421207,F,Singapore,ay1819,ARTS AND HUMANITIES,75.67563571,3,67.84439951,Arts & Humanities,Literature,800,0.0
780,N385119418207,F,East Asia,ay1819,PSYCHOLOGY,65.44378038,3,59.8013170625,Psychology,"Philosophy, Politics and Economics",720,0.0
781,N386119414207,F,Europe,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",83.11559466,3,77.98187489,"Mathematical, Computational and Statistical Sciences",Life Sciences,780,0.0
782,N387119413207,F,Singapore,ay1819,ARTS AND HUMANITIES,66.39570603,3,55.7591580925,Arts & Humanities,Literature,680,0.0
783,N388119412207,F,Singapore,ay1819,ANTHROPOLOGY,72.13138438,4,79.098107195,Anthropology,Psychology,800,0.0
784,N389119410207,M,North America,ay1819,ECONOMICS,76.64638858,4,73.76714083,Economics,Literature,760,0.0
785,N390119425207,F,Singapore,ay1819,PSYCHOLOGY,82.74437039,4,84.00589352,Psychology,Life Sciences,750,0.0
