X1,PIN,Sex,Region,Year,Major,Grade,HSG,IndGrd2,AC1,AC2,SAT
636,N384117405203,F,East Asia,ay1718,ECONOMICS,78.04195978,3,74.78279771,"Philosophy, Politics and Economics",Life Sciences,800
637,N385117401203,F,Singapore,ay1718,ECONOMICS,79.59556815,4,77.842417325,Economics,"Philosophy, Politics and Economics",750
638,N386117402203,M,South Asia,ay1718,ECONOMICS,69.1122462,3,65.9652871325,Environmental Studies,Physical Sciences,780
639,N387117425203,M,Europe,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",80.38371964,4,87.578610585,"Philosophy, Politics and Economics","Philosophy, Politics and Economics",760
640,N388117424203,M,Singapore,ay1718,PSYCHOLOGY,78.3376146,2,75.1206505325,Psychology,"Philosophy, Politics and Economics",710
641,N389117423203,F,Southeast Asia,ay1718,PSYCHOLOGY,74.50114366,2,66.56936191,"Mathematical, Computational and Statistical Sciences",Life Sciences,770
642,N390117412203,F,Southeast Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.76141269,4,71.2989015825,"Mathematical, Computational and Statistical Sciences",Physical Sciences,790
643,N391117410203,F,South Asia,ay1718,GLOBAL AFFAIRS,60.87000402,2,50.4538426475,Literature,Physical Sciences,690
644,N392117408203,F,North America,ay1718,GLOBAL AFFAIRS,69.94147872,4,69.919991295,Arts & Humanities,Arts & Humanities,780
645,N393117405203,F,Singapore,ay1718,LIFE SCIENCES,81.03309355,2,87.083399075,Anthropology,Arts & Humanities,740
646,N394117401203,F,Europe,ay1718,LIFE SCIENCES,66.87796064,3,65.5151360675,Life Sciences,Physical Sciences,710
647,N395117402203,F,Europe,ay1718,ARTS AND HUMANITIES,63.92244538,4,60.883039805,Arts & Humanities,Psychology,730
648,N397117424203,F,South Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",68.2251571,4,62.0056174075,Undecided,Economics,780
649,N399117421203,M,South Asia,ay1718,LITERATURE,77.41716,4,72.3995563675,"Mathematical, Computational and Statistical Sciences",Literature,710
650,N300117402204,M,Other,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",75.03540629999999,2,61.6596682975,"Mathematical, Computational and Statistical Sciences",Physical Sciences,650
651,N301117425204,F,Europe,ay1718,PSYCHOLOGY,71.53757387,4,69.896162155,Psychology,Philosophy,690
652,N302117424204,M,North America,ay1718,PHILOSOPHY,82.21033563,4,87.32756523,Economics,Physical Sciences,800
653,N305117418204,F,East Asia,ay1718,GLOBAL AFFAIRS,74.67515340000001,4,75.5303800875,Psychology,Global Affairs,800
654,N307117413204,F,Other,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",72.32308502,1,67.7381150625,"Mathematical, Computational and Statistical Sciences",Undecided,740
655,N308117412204,M,North America,ay1718,ECONOMICS,77.08777091,4,83.34232336,"Philosophy, Politics and Economics","Mathematical, Computational and Statistical Sciences",800
656,N309117410204,M,Singapore,ay1718,LIFE SCIENCES,80.10688302,3,76.9447948275,Life Sciences,Physical Sciences,760
657,N310117425204,F,Europe,ay1718,PHYSICAL SCIENCES,74.73807969,3,69.53475821,Physical Sciences,Undeclared,780
658,N311117424204,M,Southeast Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",79.27507253,3,79.4692481475,Undecided,Undecided,660
659,N312117423204,M,South Asia,ay1718,PHYSICAL SCIENCES,82.58960111,4,86.9166881925,Physical Sciences,"Mathematical, Computational and Statistical Sciences",800
660,N313117421204,F,Europe,ay1718,GLOBAL AFFAIRS,79.37313166,4,83.6404374325,Psychology,Urban Studies,780
661,N315117414204,M,Other,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",59.7883052,2,60.8749045875,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",740
662,N316117413204,F,Singapore,ay1718,URBAN STUDIES,75.72872486,4,78.0072795825,Undecided,Anthropology,730
664,N319117408204,M,North America,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",70.68310708,2,72.569721385,Global Affairs,Economics,670
665,N320117424204,F,Other,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",59.05503051,2,44.9038324475,Global Affairs,"Philosophy, Politics and Economics",670
666,N321117423204,M,Southeast Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",63.84328887,3,60.2951347375,Anthropology,Anthropology,620
667,N322117421204,F,South Asia,ay1718,PHYSICAL SCIENCES,66.3143382,3,61.748132985,"Mathematical, Computational and Statistical Sciences",Economics,750
668,N323117418204,M,South Asia,ay1718,ENVIRONMENTAL STUDIES,64.40156743,3,56.2701993775,Physical Sciences,Philosophy,680
669,N324117414204,F,East Asia,ay1718,ENVIRONMENTAL STUDIES,82.69539677,4,89.2035609125,Psychology,Physical Sciences,800
670,N325117413204,M,Other,ay1718,PHYSICAL SCIENCES,69.76998231,3,67.3156669225,Physical Sciences,Arts & Humanities,680
671,N326117412204,M,South Asia,ay1718,ECONOMICS,64.0351786,3,57.9614183825,"Philosophy, Politics and Economics",Economics,710
672,N327117410204,F,East Asia,ay1718,PHYSICAL SCIENCES,74.90941351,4,72.424595495,"Mathematical, Computational and Statistical Sciences",Economics,800
673,N328117408204,F,East Asia,ay1718,URBAN STUDIES,71.57557779,3,71.6760040025,Anthropology,Anthropology,780
674,N329117405204,F,East Asia,ay1718,PHILOSOPHY,85.98195034,4,86.331376175,History,Psychology,800
675,N330117423204,F,East Asia,ay1718,ENVIRONMENTAL STUDIES,70.50973758,3,73.78324397,Environmental Studies,Global Affairs,760
676,N331117421204,F,Europe,ay1718,GLOBAL AFFAIRS,71.73787307,3,57.65728434,Global Affairs,Arts & Humanities,640
677,N332117418204,F,Singapore,ay1718,ECONOMICS,71.48396429,2,59.98179623,Economics,Undecided,630
678,N333117414204,F,Singapore,ay1718,PHILOSOPHY,69.68523625,3,60.519056205,Global Affairs,"Philosophy, Politics and Economics",700
679,N334117413204,F,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",77.16595768,4,75.74281332,Psychology,"Philosophy, Politics and Economics",740
680,N335117412204,F,Singapore,ay1718,ANTHROPOLOGY,73.79035612,3,61.92845509,Life Sciences,Economics,710
681,N336117410204,F,Singapore,ay1718,URBAN STUDIES,67.59103376,3,66.5242788125,Global Affairs,Urban Studies,720
682,N337117408204,M,North America,ay1718,Undeclared,70.34038435,4,64.836545365,"Philosophy, Politics and Economics",Urban Studies,760
683,N339117401204,F,Southeast Asia,ay1718,ECONOMICS,81.98200871,4,83.7704973425,"Philosophy, Politics and Economics",Economics,760
684,N341117418204,F,Other,ay1718,PSYCHOLOGY,67.29805851,2,62.9079958175,Life Sciences,Psychology,690
685,N343117413204,M,North America,ay1718,PHYSICAL SCIENCES,76.46653885,4,71.456246415,History,Physical Sciences,720
686,N344117412204,F,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",64.16292427,4,60.4850099175,Urban Studies,"Philosophy, Politics and Economics",800
687,N345117410204,M,South Asia,ay1718,ENVIRONMENTAL STUDIES,80.71172352,4,86.9123155025,Environmental Studies,Economics,800
688,N324117405209,M,East Asia,ay1718,PHYSICAL SCIENCES,82.22060317,4,92.4628626825,Environmental Studies,Physical Sciences,800
689,N339117421209,M,Southeast Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.04889791,4,87.9013478675,Physical Sciences,Physical Sciences,800
690,N340117410209,M,Singapore,ay1718,DDP LAW,67.06566635,3,58.78623062,Global Affairs,Economics,680
691,N341117408209,F,Southeast Asia,ay1718,LIFE SCIENCES,78.89267133,2,77.573050465,Life Sciences,Literature,640
692,N342117405209,M,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.71526283,4,92.3642447375,Physical Sciences,Psychology,800
693,N343117401209,M,Singapore,ay1718,GLOBAL AFFAIRS,70.69804833,4,67.2104277025,"Philosophy, Politics and Economics",Global Affairs,700
694,N345117425209,M,East Asia,ay1718,ARTS AND HUMANITIES,70.02258815,4,73.464957115,Psychology,Physical Sciences,780
695,N395117424214,F,Singapore,ay1718,PSYCHOLOGY,74.08300791,4,69.7208317925,Arts & Humanities,Physical Sciences,630
696,N396117423214,M,Singapore,ay1718,DDP LAW,74.16537966,3,72.8356517575,Literature,Arts & Humanities,730
697,N397117421214,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",80.83903089,2,83.9194744375,Physical Sciences,Anthropology,800
698,N398117418214,M,Singapore,ay1718,ANTHROPOLOGY,84.72127114,3,86.9529519325,Global Affairs,"Philosophy, Politics and Economics",740
699,N399117414214,M,Singapore,ay1718,ENVIRONMENTAL STUDIES,78.97665107,4,83.5785772,"Philosophy, Politics and Economics",Economics,770
700,N300117424215,F,Singapore,ay1718,PSYCHOLOGY,77.53642961,4,80.39129367,Psychology,"Mathematical, Computational and Statistical Sciences",800
701,N301117423215,F,Singapore,ay1718,ECONOMICS,72.35448401,4,71.721546675,History,"Philosophy, Politics and Economics",760
702,N302117421215,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,75.32937392,4,74.69690074,Anthropology,"Philosophy, Politics and Economics",800
703,N303117418215,F,Singapore,ay1718,ARTS AND HUMANITIES,70.03597517,4,71.153256145,Philosophy,Literature,780
704,N304117414215,M,Europe,ay1718,ECONOMICS,81.93147844,4,84.079215615,Economics,"Philosophy, Politics and Economics",770
705,N305117413215,F,Singapore,ay1718,PHILOSOPHY,68.94756852,4,65.054155085,Philosophy,Undecided,800
706,N306117412215,F,Singapore,ay1718,GLOBAL AFFAIRS,74.20562206,2,72.431322985,Arts & Humanities,Global Affairs,680
707,N307117410215,M,Singapore,ay1718,PHILOSOPHY,73.56376601,3,79.0022149775,Literature,Undecided,800
708,N308117408215,F,Singapore,ay1718,ANTHROPOLOGY,74.84580892,4,79.35473129,Psychology,Anthropology,790
709,N343117410215,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,80.4075255,4,86.8145960025,Anthropology,Urban Studies,790
710,N344117408215,F,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",69.51198727,4,75.485899715,Economics,"Mathematical, Computational and Statistical Sciences",800
711,N345117405215,F,Singapore,ay1718,ECONOMICS,74.65429822,4,76.1903844425,Literature,Arts & Humanities,770
712,N346117401215,M,Singapore,ay1718,DDP LAW,78.61769536,4,78.02358521,"Philosophy, Politics and Economics",Psychology,740
713,N347117402215,F,Singapore,ay1718,PSYCHOLOGY,73.48723957,4,73.00378447,Global Affairs,"Philosophy, Politics and Economics",660
714,N348117425215,F,Singapore,ay1718,PSYCHOLOGY,75.32010837,4,76.8686252875,"Philosophy, Politics and Economics",Anthropology,710
715,N349117424215,F,Singapore,ay1718,LITERATURE,73.69640721,4,71.40626851,Global Affairs,Economics,780
716,N350117413215,M,Singapore,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.42025538,3,91.2719610425,Global Affairs,"Philosophy, Politics and Economics",740
717,N351117412215,M,Singapore,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",83.31129708,4,85.51432191,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",800
718,N352117410215,F,Southeast Asia,ay1718,ENVIRONMENTAL STUDIES,77.96408533,4,78.99597829999999,Environmental Studies,Urban Studies,790
719,N354117405215,F,Singapore,ay1718,ARTS AND HUMANITIES,72.62057840000001,4,71.5138112125,Literature,Undecided,780
720,N355117401215,M,North America,ay1718,ENVIRONMENTAL STUDIES,79.03990372,4,74.4245432225,Arts & Humanities,Environmental Studies,780
721,N357117425215,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,69.96620202,3,66.9213885725,Literature,"Philosophy, Politics and Economics",750
722,N358117424215,M,Singapore,ay1718,DDP LAW,76.71359606,4,81.567455515,Physical Sciences,Global Affairs,780
723,N359117423215,M,Singapore,ay1718,PHILOSOPHY,65.13034035,3,55.25986111,Literature,"Philosophy, Politics and Economics",670
724,N361117410215,M,Singapore,ay1718,DDP LAW,68.21686679999999,4,60.7745596725,Arts & Humanities,Literature,730
725,N362117408215,F,Singapore,ay1718,DDP LAW,80.59880221,4,78.9558954325,Urban Studies,"Philosophy, Politics and Economics",780
726,N363117405215,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",78.37806212,4,80.7791376925,"Philosophy, Politics and Economics",Urban Studies,800
727,N364117401215,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",71.81812209,4,66.78401193,"Philosophy, Politics and Economics",Global Affairs,780
728,N365117402215,F,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",71.16690179,4,61.39830991,Global Affairs,"Philosophy, Politics and Economics",720
729,N366117425215,M,Singapore,ay1718,ANTHROPOLOGY,75.70777365,3,80.9036886075,Psychology,Anthropology,780
730,N367117424215,F,Singapore,ay1718,HISTORY,73.63610779,3,76.80024007,Arts & Humanities,Global Affairs,730
731,N368117423215,M,Singapore,ay1718,ANTHROPOLOGY,76.56354905,4,83.75782212,Economics,Global Affairs,780
732,N370117410215,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",77.17513013,4,80.26327265,Anthropology,Global Affairs,800
733,N371117408215,M,Singapore,ay1718,PHILOSOPHY,85.30743954,3,89.018098175,Arts & Humanities,"Philosophy, Politics and Economics",800
734,N372117405215,M,Singapore,ay1718,URBAN STUDIES,78.54112232,4,74.235592545,Global Affairs,History,750
735,N373117401215,M,Singapore,ay1718,DDP LAW,76.40874593,4,79.8790668275,"Philosophy, Politics and Economics",History,760
736,N374117402215,F,Singapore,ay1718,LITERATURE,65.53570399,3,62.6984579075,Literature,Philosophy,800
737,N375117425215,F,Singapore,ay1718,PSYCHOLOGY,75.52602006,4,80.2275932825,Psychology,Urban Studies,800
738,N377117423215,M,Singapore,ay1718,PHILOSOPHY,75.65201174,2,79.959922705,Philosophy,Psychology,740
739,N378117421215,M,East Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",73.68292738,3,80.279933545,Environmental Studies,Arts & Humanities,800
740,N379117418215,F,Singapore,ay1718,URBAN STUDIES,79.51220346,4,79.059064585,Global Affairs,Economics,620
741,N380117408215,M,Singapore,ay1718,ECONOMICS,70.36191801,2,65.8277777175,"Philosophy, Politics and Economics",Global Affairs,800
742,N381117405215,F,Singapore,ay1718,URBAN STUDIES,70.87097091,4,68.6803714675,Literature,Arts & Humanities,630
743,N382117401215,M,Singapore,ay1718,LITERATURE,68.59621751,3,62.10321825,History,Literature,730
744,N383117402215,F,Singapore,ay1718,DDP LAW,75.45527173,4,78.5654456075,Psychology,Anthropology,730
745,N384117425215,M,Singapore,ay1718,ENVIRONMENTAL STUDIES,74.16561121,4,74.9045862275,Arts & Humanities,Global Affairs,780
746,N385117424215,M,Singapore,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.31154069,4,77.710138475,Literature,"Mathematical, Computational and Statistical Sciences",710
747,N387117421215,F,Singapore,ay1718,ARTS AND HUMANITIES,71.19067086,4,66.3584713025,History,Literature,720
748,N388117418215,F,Singapore,ay1718,URBAN STUDIES,79.59090784,4,83.530208235,Urban Studies,Environmental Studies,760
749,N390117405215,F,Singapore,ay1718,HISTORY,83.98955701,4,84.9263226825,History,Global Affairs,760
750,N391117401215,F,Singapore,ay1718,GLOBAL AFFAIRS,62.67356118,4,55.9890514775,History,Global Affairs,730
751,N392117402215,M,Singapore,ay1718,ANTHROPOLOGY,77.53959495,4,82.0077038125,"Philosophy, Politics and Economics",Global Affairs,790
752,N393117425215,F,Singapore,ay1718,LITERATURE,65.9405823,3,52.905421200000006,Literature,Arts & Humanities,620
753,N382117423219,F,Singapore,ay1718,HISTORY,74.26446829,4,83.0103768175,Life Sciences,Philosophy,800
754,N303117425220,F,Other,ay1718,LIFE SCIENCES,68.77489022,4,75.032434455,History,Life Sciences,740
755,N340117421222,F,Singapore,ay1718,DDP LAW,77.15304920000001,4,80.598770055,Urban Studies,Psychology,800
756,N333117405227,F,Singapore,ay1718,PSYCHOLOGY,79.57919196,4,80.48740806,Psychology,Life Sciences,780
757,N327117401243,F,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",76.89038566,4,81.22773147,Literature,"Philosophy, Politics and Economics",750
758,N332117412243,M,South Asia,ay1718,LIFE SCIENCES,74.71097666,4,74.4626384725,Environmental Studies,Physical Sciences,720
759,N334117408243,F,Singapore,ay1718,URBAN STUDIES,76.18569058,4,70.6824670225,Global Affairs,"Philosophy, Politics and Economics",740
760,N335117405243,F,Singapore,ay1718,LIFE SCIENCES,71.29241129,4,65.7557169475,Anthropology,Life Sciences,750
761,N323117408245,M,Singapore,ay1718,Undeclared,75.87896197,4,78.6404094025,Economics,Undeclared,800
762,N324117405245,M,Other,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",80.30951884,4,91.2680341775,"Philosophy, Politics and Economics",Anthropology,780
763,N328117424245,M,Singapore,ay1718,URBAN STUDIES,82.07533371,4,92.3364602125,Arts & Humanities,"Mathematical, Computational and Statistical Sciences",780
764,N393117421263,F,Singapore,ay1718,PSYCHOLOGY,75.87086347,4,74.9241278475,"Philosophy, Politics and Economics",History,660
765,N313117412271,F,Singapore,ay1718,DDP LAW,73.12502596,4,75.7383963775,"Philosophy, Politics and Economics",Global Affairs,780
766,N314117410271,M,Singapore,ay1718,Undeclared,70.17977054,2,64.0794651325,"Philosophy, Politics and Economics",Global Affairs,730
767,N314113414263,M,Singapore,ay1819,ANTHROPOLOGY,75.87839804,3,63.53198296,Anthropology,Global Affairs,790
768,N360116405246,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,85.25137190000001,4,88.3019282425,Environmental Studies,Anthropology,740
769,N330116410247,F,East Asia,ay1819,PHYSICAL SCIENCES,85.65314304,4,95.890312315,Physical Sciences,Physical Sciences,800
770,N316116421296,F,South Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.16231877,3,60.955088645,"Philosophy, Politics and Economics",Undecided,740
771,N395117414218,F,Singapore,ay1819,PSYCHOLOGY,80.49733333,4,80.199640395,Psychology,History,780
772,N359117405268,F,Singapore,ay1819,ARTS AND HUMANITIES,80.22087022,4,79.2120706475,Arts & Humanities,Urban Studies,740
773,N321118418223,M,Singapore,ay1819,PHILOSOPHY,83.12729392,4,77.636867965,Philosophy,Undecided,800
774,N300118421234,M,Singapore,ay1819,URBAN STUDIES,78.37422772,3,78.68341499,Urban Studies,Economics,660
776,N368118423250,F,Singapore,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",71.79521846,3,57.7884391525,"Mathematical, Computational and Statistical Sciences",Physical Sciences,760
777,N320119425201,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",71.55733235,2,61.1925664475,"Philosophy, Politics and Economics",Psychology,710
778,N372119425207,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",72.25957056,4,58.86833971,"Philosophy, Politics and Economics","Mathematical, Computational and Statistical Sciences",730
779,N373119424207,F,Europe,ay1819,LIFE SCIENCES,73.97225040000001,3,67.5111383725,Life Sciences,Physical Sciences,730
780,N374119423207,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.45054189,4,74.4523641975,"Philosophy, Politics and Economics",Psychology,660
781,N375119421207,M,Singapore,ay1819,ECONOMICS,84.46199216,4,76.2422823125,Economics,Anthropology,780
782,N376119418207,F,Singapore,ay1819,PHYSICAL SCIENCES,81.58707874,4,75.66345434,Physical Sciences,Undecided,780
783,N377119414207,M,Europe,ay1819,GLOBAL AFFAIRS,82.38224546,4,82.852988555,Global Affairs,Life Sciences,780
784,N378119413207,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.69191618,4,77.283638705,"Philosophy, Politics and Economics",Economics,800
786,N380119402207,F,East Asia,ay1819,ANTHROPOLOGY,73.49810883,4,67.790545625,Anthropology,Literature,790
787,N381119425207,F,Singapore,ay1819,PSYCHOLOGY,77.68023909,2,74.1782087025,Psychology,Economics,710
788,N382119424207,M,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.75993913,2,62.69815538,"Philosophy, Politics and Economics",Global Affairs,790
789,N383119423207,F,Singapore,ay1819,ANTHROPOLOGY,80.75702966,3,84.646435925,Anthropology,Global Affairs,780
790,N384119421207,F,Singapore,ay1819,ARTS AND HUMANITIES,75.67563571,3,67.84439951,Arts & Humanities,Literature,800
791,N385119418207,F,East Asia,ay1819,PSYCHOLOGY,65.44378038,3,59.8013170625,Psychology,"Philosophy, Politics and Economics",720
792,N386119414207,F,Europe,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",83.11559466,3,77.98187489,"Mathematical, Computational and Statistical Sciences",Life Sciences,780
793,N387119413207,F,Singapore,ay1819,ARTS AND HUMANITIES,66.39570603,3,55.7591580925,Arts & Humanities,Literature,680
794,N388119412207,F,Singapore,ay1819,ANTHROPOLOGY,72.13138438,4,79.098107195,Anthropology,Psychology,800
795,N389119410207,M,North America,ay1819,ECONOMICS,76.646388580000007,4,73.76714083,Economics,Literature,760
796,N390119425207,F,Singapore,ay1819,PSYCHOLOGY,82.74437039,4,84.00589352,Psychology,Life Sciences,750
797,N391119424207,M,North America,ay1819,PHILOSOPHY,80.31935106,3,81.7865118075,Philosophy,Arts & Humanities,690
798,N392119423207,F,Singapore,ay1819,URBAN STUDIES,77.29007808,2,69.533165245,Urban Studies,Psychology,800
799,N393119421207,M,Singapore,ay1819,PSYCHOLOGY,78.91105913,4,78.009074945,Psychology,Philosophy,800
800,N394119418207,F,Singapore,ay1819,LITERATURE,76.69881048,4,70.264886315,Literature,Psychology,690
801,N395119414207,M,Singapore,ay1819,ARTS AND HUMANITIES,71.75399136,3,57.9114302575,Arts & Humanities,Life Sciences,790
802,N396119413207,F,Europe,ay1819,PHYSICAL SCIENCES,85.50855372,4,87.3596549075,Physical Sciences,Arts & Humanities,790
803,N397119412207,F,East Asia,ay1819,LIFE SCIENCES,77.38017848,4,74.8256256675,Life Sciences,Physical Sciences,780
804,N398119410207,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",86.96291559,3,91.6343097775,"Philosophy, Politics and Economics",Undecided,760
805,N300119414208,F,Singapore,ay1819,ANTHROPOLOGY,81.92932276,4,79.8474044425,Anthropology,Life Sciences,710
806,N301119413208,F,Other,ay1819,PHYSICAL SCIENCES,72.31701034,3,54.1352607575,Physical Sciences,Environmental Studies,620
807,N302119412208,F,North America,ay1819,LIFE SCIENCES,80.83612291,4,78.9088215725,Life Sciences,History,620
808,N303119410208,F,Other,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",74.18888351,3,63.5115641725,"Mathematical, Computational and Statistical Sciences",Life Sciences,650
809,N304119408208,F,Southeast Asia,ay1819,Undecided,82.21623428,4,87.1128387175,Undecided,Psychology,770
810,N305119405208,F,Singapore,ay1819,PSYCHOLOGY,81.02403104,3,71.2270615275,Psychology,Arts & Humanities,720
811,N306119401208,F,Singapore,ay1819,PSYCHOLOGY,75.59392525,3,71.1564870525,Psychology,Urban Studies,610
812,N307119402208,F,Singapore,ay1819,URBAN STUDIES,78.39379722,4,66.5371511775,Urban Studies,Environmental Studies,730
813,N308119425208,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",70.47719662,2,55.79005422,"Philosophy, Politics and Economics",Global Affairs,600
814,N309119424208,F,Southeast Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",81.29412087,4,78.79990065,"Philosophy, Politics and Economics",Global Affairs,800
815,N310119413208,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,78.50688507,3,72.697346225,Environmental Studies,Global Affairs,670
816,N311119412208,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",90.44306738,4,90.1018216875,"Philosophy, Politics and Economics",Global Affairs,770
817,N312119410208,M,Europe,ay1819,LIFE SCIENCES,81.31468706,3,75.841982795,Life Sciences,Global Affairs,780
818,N313119408208,F,South Asia,ay1819,ECONOMICS,77.6200782,4,75.2947318775,Economics,Undecided,780
819,N314119405208,F,East Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",82.77034769,4,84.350135815,"Mathematical, Computational and Statistical Sciences",Philosophy,780
820,N315119401208,M,Singapore,ay1819,LITERATURE,75.93856442,3,68.010529575,Literature,"Philosophy, Politics and Economics",680
821,N316119402208,F,Europe,ay1819,LIFE SCIENCES,80.78430083,3,73.454415455,Life Sciences,Physical Sciences,610
822,N317119425208,M,Singapore,ay1819,ANTHROPOLOGY,78.98465922,3,77.1898404375,Anthropology,Anthropology,710
823,N318119424208,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.62174824,3,64.25966122,"Philosophy, Politics and Economics",History,710
824,N319119423208,F,North America,ay1819,LIFE SCIENCES,80.31219061,1,76.6084873925,Life Sciences,Physical Sciences,760
825,N320119412208,M,South Asia,ay1819,Undecided,78.12383727,1,71.02678489,Undecided,"Philosophy, Politics and Economics",740
826,N321119410208,F,Southeast Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",75.68313454,1,68.359970785,"Mathematical, Computational and Statistical Sciences",Physical Sciences,790
827,N322119408208,M,Singapore,ay1819,HISTORY,78.37297867,4,71.5609830025,History,"Philosophy, Politics and Economics",730
828,N324119401208,F,Singapore,ay1819,PSYCHOLOGY,87.78879287,4,92.72364089,Psychology,"Mathematical, Computational and Statistical Sciences",800
829,N325119402208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.35341030000001,4,76.32174831,"Philosophy, Politics and Economics",Literature,720
830,N326119425208,M,East Asia,ay1819,ECONOMICS,69.51487048,4,74.89725974,Economics,Life Sciences,800
831,N327119424208,F,Southeast Asia,ay1819,URBAN STUDIES,76.72053619,4,70.2813213675,Urban Studies,"Philosophy, Politics and Economics",780
832,N328119423208,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,74.31526843,4,61.3178533425,Environmental Studies,Arts & Humanities,710
833,N329119421208,F,South Asia,ay1819,PSYCHOLOGY,77.222021,2,70.5187103975,Psychology,Global Affairs,730
834,N330119410208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",83.43765686,4,84.810332425,"Philosophy, Politics and Economics",Physical Sciences,760
835,N331119408208,F,East Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.73433378,2,65.13830338,"Philosophy, Politics and Economics",Global Affairs,780
836,N332119405208,F,Other,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.84307738,3,72.1228692375,"Philosophy, Politics and Economics",Global Affairs,760
837,N333119401208,F,Singapore,ay1819,PSYCHOLOGY,67.55921327,3,54.6967605425,Psychology,Undecided,650
838,N334119402208,M,Singapore,ay1819,GLOBAL AFFAIRS,76.20684916,4,69.754392355,Global Affairs,"Philosophy, Politics and Economics",630
839,N335119425208,F,Singapore,ay1819,ARTS AND HUMANITIES,71.15732125,3,53.859337215,Arts & Humanities,"Philosophy, Politics and Economics",580
840,N336119424208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",84.38320656,3,80.8555148825,"Philosophy, Politics and Economics",Anthropology,780
841,N337119423208,M,North America,ay1819,PHILOSOPHY,79.98670071,3,74.4364719725,Philosophy,Global Affairs,680
