,PIN,Sex,Region,Year,Major,Grade,IndGrd2,AC1,AC2,SATimp,HSG_imp
609,N362117413203,F,Europe,ay1718,GLOBAL AFFAIRS,69.26514508,0.0,"Philosophy, Politics and Economics",Global Affairs,680.0,2.0
610,N363117412203,M,Europe,ay1718,URBAN STUDIES,69.78489315,0.0,Anthropology,Philosophy,620.0,2.0
611,N364117410203,M,Southeast Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",87.44714374,1.0,"Mathematical, Computational and Statistical Sciences",Economics,800.0,1.0
612,N365117408203,M,South Asia,ay1718,ECONOMICS,73.79506274,0.0,Economics,Undeclared,790.0,1.0
613,N367117401203,F,North America,ay1718,URBAN STUDIES,71.51087912,0.0,Undecided,Physical Sciences,680.0,1.0
614,N368117402203,F,Southeast Asia,ay1718,GLOBAL AFFAIRS,73.982031,0.0,"Philosophy, Politics and Economics",Arts & Humanities,730.0,2.0
615,N369117425203,F,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",73.92285339,0.0,Global Affairs,Psychology,730.0,4.0
616,N370117414203,F,East Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",76.00283203,0.0,Psychology,"Philosophy, Politics and Economics",770.0,1.0
617,N371117413203,F,North America,ay1718,LIFE SCIENCES,75.69309178,0.0,Psychology,Arts & Humanities,800.0,1.0
618,N372117412203,M,South Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",68.90088027,0.0,Undecided,"Mathematical, Computational and Statistical Sciences",780.0,2.0
619,N373117410203,F,South Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",70.35969082,0.0,"Mathematical, Computational and Statistical Sciences",Physical Sciences,680.0,2.0
620,N374117408203,F,Other,ay1718,GLOBAL AFFAIRS,59.77056365,0.0,"Philosophy, Politics and Economics",Arts & Humanities,600.0,2.0
621,N376117401203,F,Other,ay1718,LIFE SCIENCES,74.71963677,0.0,Life Sciences,Environmental Studies,640.0,2.0
622,N377117402203,M,Europe,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",79.26436343,1.0,"Philosophy, Politics and Economics",Economics,770.0,1.0
623,N378117425203,F,South Asia,ay1718,ECONOMICS,68.16943528,0.0,"Philosophy, Politics and Economics",Economics,740.0,1.0
624,N379117424203,F,Europe,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",74.89424229,1.0,"Philosophy, Politics and Economics",Undeclared,800.0,1.0
625,N380117413203,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,70.16252993,0.0,Environmental Studies,Undecided,720.0,3.0
626,N381117412203,M,Other,ay1718,ECONOMICS,75.47694541,0.0,Economics,Global Affairs,780.0,1.0
627,N383117408203,M,South Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",69.28703624,0.0,"Mathematical, Computational and Statistical Sciences",Physical Sciences,770.0,1.0
628,N384117405203,F,East Asia,ay1718,ECONOMICS,78.04195978,0.0,"Philosophy, Politics and Economics",Life Sciences,800.0,1.0
629,N385117401203,F,Singapore,ay1718,ECONOMICS,79.59556815,0.0,Economics,"Philosophy, Politics and Economics",750.0,1.0
630,N386117402203,M,South Asia,ay1718,ECONOMICS,69.1122462,0.0,Environmental Studies,Physical Sciences,780.0,2.0
631,N387117425203,M,Europe,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",80.38371964,1.0,"Philosophy, Politics and Economics","Philosophy, Politics and Economics",760.0,1.0
632,N388117424203,M,Singapore,ay1718,PSYCHOLOGY,78.3376146,0.0,Psychology,"Philosophy, Politics and Economics",748.0,3.0
633,N389117423203,F,Southeast Asia,ay1718,PSYCHOLOGY,74.50114366,0.0,"Mathematical, Computational and Statistical Sciences",Life Sciences,770.0,2.0
634,N390117412203,F,Southeast Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.76141269,0.0,"Mathematical, Computational and Statistical Sciences",Physical Sciences,790.0,1.0
635,N391117410203,F,South Asia,ay1718,GLOBAL AFFAIRS,60.87000402,0.0,Literature,Physical Sciences,690.0,2.0
636,N392117408203,F,North America,ay1718,GLOBAL AFFAIRS,69.94147872,0.0,Arts & Humanities,Arts & Humanities,780.0,1.0
637,N393117405203,F,Singapore,ay1718,LIFE SCIENCES,81.03309355,1.0,Anthropology,Arts & Humanities,740.0,3.0
638,N394117401203,F,Europe,ay1718,LIFE SCIENCES,66.87796064,0.0,Life Sciences,Physical Sciences,710.0,2.0
639,N395117402203,F,Europe,ay1718,ARTS AND HUMANITIES,63.92244538,0.0,Arts & Humanities,Psychology,730.0,2.0
640,N397117424203,F,South Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",68.2251571,0.0,Undecided,Economics,780.0,2.0
641,N399117421203,M,South Asia,ay1718,LITERATURE,77.41716,0.0,"Mathematical, Computational and Statistical Sciences",Literature,710.0,2.0
642,N300117402204,M,Other,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",75.0354063,0.0,"Mathematical, Computational and Statistical Sciences",Physical Sciences,650.0,3.0
643,N301117425204,F,Europe,ay1718,PSYCHOLOGY,71.53757387,0.0,Psychology,Philosophy,690.0,2.0
644,N302117424204,M,North America,ay1718,PHILOSOPHY,82.21033563,1.0,Economics,Physical Sciences,800.0,1.0
645,N305117418204,F,East Asia,ay1718,GLOBAL AFFAIRS,74.6751534,0.0,Psychology,Global Affairs,800.0,1.0
646,N307117413204,F,Other,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",72.32308502,0.0,"Mathematical, Computational and Statistical Sciences",Undecided,740.0,2.0
647,N308117412204,M,North America,ay1718,ECONOMICS,77.08777091,1.0,"Philosophy, Politics and Economics","Mathematical, Computational and Statistical Sciences",800.0,1.0
648,N309117410204,M,Singapore,ay1718,LIFE SCIENCES,80.10688302,0.0,Life Sciences,Physical Sciences,760.0,2.0
649,N310117425204,F,Europe,ay1718,PHYSICAL SCIENCES,74.73807969,0.0,Physical Sciences,Undeclared,780.0,2.0
650,N311117424204,M,Southeast Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",79.27507253,1.0,Undecided,Undecided,660.0,2.0
651,N312117423204,M,South Asia,ay1718,PHYSICAL SCIENCES,82.58960111,1.0,Physical Sciences,"Mathematical, Computational and Statistical Sciences",800.0,1.0
652,N313117421204,F,Europe,ay1718,GLOBAL AFFAIRS,79.37313166,1.0,Psychology,Urban Studies,780.0,1.0
653,N315117414204,M,Other,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",59.7883052,0.0,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",740.0,2.0
654,N316117413204,F,Singapore,ay1718,URBAN STUDIES,75.72872486,0.0,Undecided,Anthropology,730.0,1.0
655,N319117408204,M,North America,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",70.68310708,0.0,Global Affairs,Economics,670.0,2.0
656,N320117424204,F,Other,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",59.05503051,0.0,Global Affairs,"Philosophy, Politics and Economics",670.0,2.0
657,N321117423204,M,Southeast Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",63.84328887,0.0,Anthropology,Anthropology,620.0,2.0
658,N322117421204,F,South Asia,ay1718,PHYSICAL SCIENCES,66.3143382,0.0,"Mathematical, Computational and Statistical Sciences",Economics,750.0,2.0
659,N323117418204,M,South Asia,ay1718,ENVIRONMENTAL STUDIES,64.40156743,0.0,Physical Sciences,Philosophy,680.0,2.0
660,N324117414204,F,East Asia,ay1718,ENVIRONMENTAL STUDIES,82.69539677,1.0,Psychology,Physical Sciences,800.0,1.0
661,N325117413204,M,Other,ay1718,PHYSICAL SCIENCES,69.76998231,0.0,Physical Sciences,Arts & Humanities,680.0,2.0
662,N326117412204,M,South Asia,ay1718,ECONOMICS,64.0351786,0.0,"Philosophy, Politics and Economics",Economics,710.0,2.0
663,N327117410204,F,East Asia,ay1718,PHYSICAL SCIENCES,74.90941351,0.0,"Mathematical, Computational and Statistical Sciences",Economics,800.0,2.0
664,N328117408204,F,East Asia,ay1718,URBAN STUDIES,71.57557779,0.0,Anthropology,Anthropology,780.0,2.0
665,N329117405204,F,East Asia,ay1718,PHILOSOPHY,85.98195034,1.0,History,Psychology,800.0,1.0
666,N330117423204,F,East Asia,ay1718,ENVIRONMENTAL STUDIES,70.50973758,0.0,Environmental Studies,Global Affairs,760.0,2.0
667,N331117421204,F,Europe,ay1718,GLOBAL AFFAIRS,71.73787307,0.0,Global Affairs,Arts & Humanities,640.0,2.0
668,N332117418204,F,Singapore,ay1718,ECONOMICS,71.48396429,0.0,Economics,Undecided,714.0,3.0
669,N333117414204,F,Singapore,ay1718,PHILOSOPHY,69.68523625,0.0,Global Affairs,"Philosophy, Politics and Economics",700.0,2.0
670,N334117413204,F,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",77.16595768,0.0,Psychology,"Philosophy, Politics and Economics",740.0,1.0
671,N335117412204,F,Singapore,ay1718,ANTHROPOLOGY,73.79035612,0.0,Life Sciences,Economics,710.0,2.0
672,N336117410204,F,Singapore,ay1718,URBAN STUDIES,67.59103376,0.0,Global Affairs,Urban Studies,720.0,2.0
673,N337117408204,M,North America,ay1718,Undeclared,70.34038435,0.0,"Philosophy, Politics and Economics",Urban Studies,760.0,2.0
674,N339117401204,F,Southeast Asia,ay1718,ECONOMICS,81.98200871,1.0,"Philosophy, Politics and Economics",Economics,760.0,1.0
675,N341117418204,F,Other,ay1718,PSYCHOLOGY,67.29805851,0.0,Life Sciences,Psychology,690.0,3.0
676,N343117413204,M,North America,ay1718,PHYSICAL SCIENCES,76.46653885,0.0,History,Physical Sciences,720.0,2.0
677,N344117412204,F,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",64.16292427,0.0,Urban Studies,"Philosophy, Politics and Economics",800.0,2.0
678,N345117410204,M,South Asia,ay1718,ENVIRONMENTAL STUDIES,80.71172352,1.0,Environmental Studies,Economics,800.0,1.0
679,N324117405209,M,East Asia,ay1718,PHYSICAL SCIENCES,82.22060317,1.0,Environmental Studies,Physical Sciences,800.0,1.0
680,N339117421209,M,Southeast Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.04889791,1.0,Physical Sciences,Physical Sciences,778.0,1.0
681,N340117410209,M,Singapore,ay1718,DDP LAW,67.06566635,0.0,Global Affairs,Economics,711.0,2.0
682,N341117408209,F,Southeast Asia,ay1718,LIFE SCIENCES,78.89267133,0.0,Life Sciences,Literature,754.0,3.0
683,N342117405209,M,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.71526283,1.0,Physical Sciences,Psychology,788.0,1.0
684,N343117401209,M,Singapore,ay1718,GLOBAL AFFAIRS,70.69804833,0.0,"Philosophy, Politics and Economics",Global Affairs,730.0,1.0
685,N345117425209,M,East Asia,ay1718,ARTS AND HUMANITIES,70.02258815,0.0,Psychology,Physical Sciences,745.0,1.0
686,N395117424214,F,Singapore,ay1718,PSYCHOLOGY,74.08300791,0.0,Arts & Humanities,Physical Sciences,736.0,1.0
687,N396117423214,M,Singapore,ay1718,DDP LAW,74.16537966,0.0,Literature,Arts & Humanities,743.0,2.0
688,N397117421214,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",80.83903089,1.0,Physical Sciences,Anthropology,769.0,1.0
689,N398117418214,M,Singapore,ay1718,ANTHROPOLOGY,84.72127114,1.0,Global Affairs,"Philosophy, Politics and Economics",776.0,1.0
690,N399117414214,M,Singapore,ay1718,ENVIRONMENTAL STUDIES,78.97665107,1.0,"Philosophy, Politics and Economics",Economics,768.0,1.0
691,N300117424215,F,Singapore,ay1718,PSYCHOLOGY,77.53642961,1.0,Psychology,"Mathematical, Computational and Statistical Sciences",760.0,1.0
692,N301117423215,F,Singapore,ay1718,ECONOMICS,72.35448401,0.0,History,"Philosophy, Politics and Economics",741.0,1.0
693,N302117421215,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,75.32937392,0.0,Anthropology,"Philosophy, Politics and Economics",747.0,1.0
694,N303117418215,F,Singapore,ay1718,ARTS AND HUMANITIES,70.03597517,0.0,Philosophy,Literature,739.0,1.0
695,N304117414215,M,Europe,ay1718,ECONOMICS,81.93147844,1.0,Economics,"Philosophy, Politics and Economics",770.0,1.0
696,N305117413215,F,Singapore,ay1718,PHILOSOPHY,68.94756852,0.0,Philosophy,Undecided,725.0,2.0
697,N306117412215,F,Singapore,ay1718,GLOBAL AFFAIRS,74.20562206,0.0,Arts & Humanities,Global Affairs,742.0,3.0
698,N307117410215,M,Singapore,ay1718,PHILOSOPHY,73.56376601,1.0,Literature,Undecided,757.0,1.0
699,N308117408215,F,Singapore,ay1718,ANTHROPOLOGY,74.84580892,1.0,Psychology,Anthropology,758.0,1.0
700,N343117410215,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,80.4075255,1.0,Anthropology,Urban Studies,775.0,1.0
701,N344117408215,F,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",69.51198727,0.0,Economics,"Mathematical, Computational and Statistical Sciences",800.0,1.0
702,N345117405215,F,Singapore,ay1718,ECONOMICS,74.65429822,0.0,Literature,Arts & Humanities,751.0,1.0
703,N346117401215,M,Singapore,ay1718,DDP LAW,78.61769536,0.0,"Philosophy, Politics and Economics",Psychology,755.0,1.0
704,N347117402215,F,Singapore,ay1718,PSYCHOLOGY,73.48723957,0.0,Global Affairs,"Philosophy, Politics and Economics",744.0,1.0
705,N348117425215,F,Singapore,ay1718,PSYCHOLOGY,75.32010837,0.0,"Philosophy, Politics and Economics",Anthropology,710.0,1.0
706,N349117424215,F,Singapore,ay1718,LITERATURE,73.69640721,0.0,Global Affairs,Economics,780.0,1.0
707,N350117413215,M,Singapore,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.42025538,1.0,Global Affairs,"Philosophy, Politics and Economics",785.0,1.0
708,N351117412215,M,Singapore,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",83.31129708,1.0,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",772.0,1.0
709,N352117410215,F,Southeast Asia,ay1718,ENVIRONMENTAL STUDIES,77.96408533,0.0,Environmental Studies,Urban Studies,757.0,1.0
710,N354117405215,F,Singapore,ay1718,ARTS AND HUMANITIES,72.6205784,0.0,Literature,Undecided,740.0,1.0
711,N355117401215,M,North America,ay1718,ENVIRONMENTAL STUDIES,79.03990372,0.0,Arts & Humanities,Environmental Studies,780.0,1.0
712,N357117425215,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,69.96620202,0.0,Literature,"Philosophy, Politics and Economics",730.0,2.0
713,N358117424215,M,Singapore,ay1718,DDP LAW,76.71359606,1.0,Physical Sciences,Global Affairs,763.0,1.0
714,N359117423215,M,Singapore,ay1718,PHILOSOPHY,65.13034035,0.0,Literature,"Philosophy, Politics and Economics",703.0,2.0
715,N361117410215,M,Singapore,ay1718,DDP LAW,68.2168668,0.0,Arts & Humanities,Literature,716.0,2.0
716,N362117408215,F,Singapore,ay1718,DDP LAW,80.59880221,0.0,Urban Studies,"Philosophy, Politics and Economics",757.0,1.0
717,N363117405215,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",78.37806212,1.0,"Philosophy, Politics and Economics",Urban Studies,761.0,1.0
718,N364117401215,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",71.81812209,0.0,"Philosophy, Politics and Economics",Global Affairs,729.0,1.0
719,N365117402215,F,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",71.16690179,0.0,Global Affairs,"Philosophy, Politics and Economics",717.0,1.0
720,N366117425215,M,Singapore,ay1718,ANTHROPOLOGY,75.70777365,1.0,Psychology,Anthropology,762.0,2.0
721,N367117424215,F,Singapore,ay1718,HISTORY,73.63610779,0.0,Arts & Humanities,Global Affairs,752.0,2.0
722,N368117423215,M,Singapore,ay1718,ANTHROPOLOGY,76.56354905,1.0,Economics,Global Affairs,768.0,1.0
723,N370117410215,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",77.17513013,1.0,Anthropology,Global Affairs,760.0,1.0
724,N371117408215,M,Singapore,ay1718,PHILOSOPHY,85.30743954,1.0,Arts & Humanities,"Philosophy, Politics and Economics",800.0,1.0
725,N372117405215,M,Singapore,ay1718,URBAN STUDIES,78.54112232,0.0,Global Affairs,History,746.0,1.0
726,N373117401215,M,Singapore,ay1718,DDP LAW,76.40874593,1.0,"Philosophy, Politics and Economics",History,759.0,1.0
727,N374117402215,F,Singapore,ay1718,LITERATURE,65.53570399,0.0,Literature,Philosophy,720.0,2.0
728,N375117425215,F,Singapore,ay1718,PSYCHOLOGY,75.52602006,1.0,Psychology,Urban Studies,760.0,1.0
729,N377117423215,M,Singapore,ay1718,PHILOSOPHY,75.65201174,1.0,Philosophy,Psychology,759.0,1.0
730,N378117421215,M,East Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",73.68292738,1.0,Environmental Studies,Arts & Humanities,800.0,2.0
731,N379117418215,F,Singapore,ay1718,URBAN STUDIES,79.51220346,1.0,Global Affairs,Economics,757.0,1.0
732,N380117408215,M,Singapore,ay1718,ECONOMICS,70.36191801,0.0,"Philosophy, Politics and Economics",Global Affairs,727.0,2.0
733,N381117405215,F,Singapore,ay1718,URBAN STUDIES,70.87097091,0.0,Literature,Arts & Humanities,734.0,1.0
734,N382117401215,M,Singapore,ay1718,LITERATURE,68.59621751,0.0,History,Literature,719.0,2.0
735,N383117402215,F,Singapore,ay1718,DDP LAW,75.45527173,0.0,Psychology,Anthropology,756.0,1.0
736,N384117425215,M,Singapore,ay1718,ENVIRONMENTAL STUDIES,74.16561121,0.0,Arts & Humanities,Global Affairs,748.0,1.0
737,N385117424215,M,Singapore,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.31154069,0.0,Literature,"Mathematical, Computational and Statistical Sciences",754.0,1.0
738,N387117421215,F,Singapore,ay1718,ARTS AND HUMANITIES,71.19067086,0.0,History,Literature,728.0,1.0
739,N388117418215,F,Singapore,ay1718,URBAN STUDIES,79.59090784,1.0,Urban Studies,Environmental Studies,768.0,1.0
740,N390117405215,F,Singapore,ay1718,HISTORY,83.98955701,1.0,History,Global Affairs,771.0,1.0
741,N391117401215,F,Singapore,ay1718,GLOBAL AFFAIRS,62.67356118,0.0,History,Global Affairs,705.0,1.0
742,N392117402215,M,Singapore,ay1718,ANTHROPOLOGY,77.53959495,1.0,"Philosophy, Politics and Economics",Global Affairs,764.0,1.0
743,N393117425215,F,Singapore,ay1718,LITERATURE,65.9405823,0.0,Literature,Arts & Humanities,698.0,2.0
744,N382117423219,F,Singapore,ay1718,HISTORY,74.26446829,1.0,Life Sciences,Philosophy,766.0,1.0
745,N303117425220,F,Other,ay1718,LIFE SCIENCES,68.77489022,0.0,History,Life Sciences,740.0,1.0
746,N340117421222,F,Singapore,ay1718,DDP LAW,77.1530492,1.0,Urban Studies,Psychology,761.0,1.0
747,N333117405227,F,Singapore,ay1718,PSYCHOLOGY,79.57919196,1.0,Psychology,Life Sciences,761.0,1.0
748,N327117401243,F,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",76.89038566,1.0,Literature,"Philosophy, Politics and Economics",762.0,1.0
749,N332117412243,M,South Asia,ay1718,LIFE SCIENCES,74.71097666,0.0,Environmental Studies,Physical Sciences,720.0,1.0
750,N334117408243,F,Singapore,ay1718,URBAN STUDIES,76.18569058,0.0,Global Affairs,"Philosophy, Politics and Economics",740.0,1.0
751,N335117405243,F,Singapore,ay1718,LIFE SCIENCES,71.29241129,0.0,Anthropology,Life Sciences,727.0,2.0
752,N323117408245,M,Singapore,ay1718,Undeclared,75.87896197,0.0,Economics,Undeclared,800.0,1.0
753,N324117405245,M,Other,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",80.30951884,1.0,"Philosophy, Politics and Economics",Anthropology,780.0,1.0
754,N328117424245,M,Singapore,ay1718,URBAN STUDIES,82.07533371,1.0,Arts & Humanities,"Mathematical, Computational and Statistical Sciences",788.0,1.0
755,N393117421263,F,Singapore,ay1718,PSYCHOLOGY,75.87086347,0.0,"Philosophy, Politics and Economics",History,748.0,1.0
756,N313117412271,F,Singapore,ay1718,DDP LAW,73.12502596,0.0,"Philosophy, Politics and Economics",Global Affairs,780.0,1.0
757,N314117410271,M,Singapore,ay1718,Undeclared,70.17977054,0.0,"Philosophy, Politics and Economics",Global Affairs,723.0,3.0
758,N314113414263,M,Singapore,ay1819,ANTHROPOLOGY,75.87839804,0.0,Anthropology,Global Affairs,722.0,2.0
759,N360116405246,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,85.2513719,1.0,Environmental Studies,Anthropology,779.0,1.0
760,N330116410247,F,East Asia,ay1819,PHYSICAL SCIENCES,85.65314304,1.0,Physical Sciences,Physical Sciences,800.0,1.0
761,N316116421296,F,South Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.16231877,0.0,"Philosophy, Politics and Economics",Undecided,740.0,2.0
762,N395117414218,F,Singapore,ay1819,PSYCHOLOGY,80.49733333,1.0,Psychology,History,760.0,1.0
763,N359117405268,F,Singapore,ay1819,ARTS AND HUMANITIES,80.22087022,1.0,Arts & Humanities,Urban Studies,758.0,1.0
764,N321118418223,M,Singapore,ay1819,PHILOSOPHY,83.12729392,0.0,Philosophy,Undecided,754.0,1.0
765,N300118421234,M,Singapore,ay1819,URBAN STUDIES,78.37422772,0.0,Urban Studies,Economics,757.0,2.0
766,N368118423250,F,Singapore,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",71.79521846,0.0,"Mathematical, Computational and Statistical Sciences",Physical Sciences,709.0,2.0
767,N320119425201,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",71.55733235,0.0,"Philosophy, Politics and Economics",Psychology,717.0,3.0
768,N372119425207,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",72.25957056,0.0,"Philosophy, Politics and Economics","Mathematical, Computational and Statistical Sciences",730.0,1.0
769,N373119424207,F,Europe,ay1819,LIFE SCIENCES,73.9722504,0.0,Life Sciences,Physical Sciences,730.0,2.0
770,N374119423207,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.45054189,0.0,"Philosophy, Politics and Economics",Psychology,747.0,1.0
771,N375119421207,M,Singapore,ay1819,ECONOMICS,84.46199216,0.0,Economics,Anthropology,751.0,1.0
772,N376119418207,F,Singapore,ay1819,PHYSICAL SCIENCES,81.58707874,0.0,Physical Sciences,Undecided,750.0,1.0
773,N377119414207,M,Europe,ay1819,GLOBAL AFFAIRS,82.38224546,1.0,Global Affairs,Life Sciences,780.0,1.0
774,N378119413207,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.69191618,0.0,"Philosophy, Politics and Economics",Economics,753.0,1.0
775,N380119402207,F,East Asia,ay1819,ANTHROPOLOGY,73.49810883,0.0,Anthropology,Literature,790.0,1.0
776,N381119425207,F,Singapore,ay1819,PSYCHOLOGY,77.68023909,0.0,Psychology,Economics,746.0,3.0
777,N382119424207,M,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.75993913,0.0,"Philosophy, Politics and Economics",Global Affairs,790.0,3.0
778,N383119423207,F,Singapore,ay1819,ANTHROPOLOGY,80.75702966,1.0,Anthropology,Global Affairs,770.0,2.0
779,N384119421207,F,Singapore,ay1819,ARTS AND HUMANITIES,75.67563571,0.0,Arts & Humanities,Literature,732.0,2.0
780,N385119418207,F,East Asia,ay1819,PSYCHOLOGY,65.44378038,0.0,Psychology,"Philosophy, Politics and Economics",720.0,2.0
781,N386119414207,F,Europe,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",83.11559466,0.0,"Mathematical, Computational and Statistical Sciences",Life Sciences,780.0,2.0
782,N387119413207,F,Singapore,ay1819,ARTS AND HUMANITIES,66.39570603,0.0,Arts & Humanities,Literature,704.0,2.0
783,N388119412207,F,Singapore,ay1819,ANTHROPOLOGY,72.13138438,1.0,Anthropology,Psychology,758.0,1.0
784,N389119410207,M,North America,ay1819,ECONOMICS,76.64638858,0.0,Economics,Literature,760.0,1.0
785,N390119425207,F,Singapore,ay1819,PSYCHOLOGY,82.74437039,1.0,Psychology,Life Sciences,769.0,1.0
786,N391119424207,M,North America,ay1819,PHILOSOPHY,80.31935106,1.0,Philosophy,Arts & Humanities,690.0,2.0
787,N392119423207,F,Singapore,ay1819,URBAN STUDIES,77.29007808,0.0,Urban Studies,Psychology,736.0,2.0
788,N393119421207,M,Singapore,ay1819,PSYCHOLOGY,78.91105913,0.0,Psychology,Philosophy,755.0,1.0
789,N394119418207,F,Singapore,ay1819,LITERATURE,76.69881048,0.0,Literature,Psychology,737.0,1.0
790,N395119414207,M,Singapore,ay1819,ARTS AND HUMANITIES,71.75399136,0.0,Arts & Humanities,Life Sciences,709.0,2.0
791,N396119413207,F,Europe,ay1819,PHYSICAL SCIENCES,85.50855372,1.0,Physical Sciences,Arts & Humanities,790.0,1.0
792,N397119412207,F,East Asia,ay1819,LIFE SCIENCES,77.38017848,0.0,Life Sciences,Physical Sciences,780.0,1.0
793,N398119410207,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",86.96291559,1.0,"Philosophy, Politics and Economics",Undecided,786.0,1.0
794,N300119414208,F,Singapore,ay1819,ANTHROPOLOGY,81.92932276,1.0,Anthropology,Life Sciences,759.0,1.0
795,N301119413208,F,Other,ay1819,PHYSICAL SCIENCES,72.31701034,0.0,Physical Sciences,Environmental Studies,620.0,2.0
796,N302119412208,F,North America,ay1819,LIFE SCIENCES,80.83612291,0.0,Life Sciences,History,620.0,1.0
797,N303119410208,F,Other,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",74.18888351,0.0,"Mathematical, Computational and Statistical Sciences",Life Sciences,650.0,2.0
798,N304119408208,F,Southeast Asia,ay1819,Undecided,82.21623428,1.0,Undecided,Psychology,770.0,1.0
799,N305119405208,F,Singapore,ay1819,PSYCHOLOGY,81.02403104,0.0,Psychology,Arts & Humanities,740.0,2.0
800,N306119401208,F,Singapore,ay1819,PSYCHOLOGY,75.59392525,0.0,Psychology,Urban Studies,739.0,2.0
801,N307119402208,F,Singapore,ay1819,URBAN STUDIES,78.39379722,0.0,Urban Studies,Environmental Studies,729.0,1.0
802,N308119425208,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",70.47719662,0.0,"Philosophy, Politics and Economics",Global Affairs,704.0,2.0
803,N309119424208,F,Southeast Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",81.29412087,0.0,"Philosophy, Politics and Economics",Global Affairs,800.0,1.0
804,N310119413208,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,78.50688507,0.0,Environmental Studies,Global Affairs,743.0,2.0
805,N311119412208,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",90.44306738,1.0,"Philosophy, Politics and Economics",Global Affairs,783.0,1.0
806,N312119410208,M,Europe,ay1819,LIFE SCIENCES,81.31468706,0.0,Life Sciences,Global Affairs,780.0,2.0
807,N313119408208,F,South Asia,ay1819,ECONOMICS,77.6200782,0.0,Economics,Undecided,780.0,1.0
