,PIN,Sex,Region,Year,Major,Grade,HSG,IndGrd2,AC1,AC2,SAT
640,N388117424203,M,Singapore,ay1718,PSYCHOLOGY,78.3376146,3.0,75.1206505325,Psychology,"Philosophy, Politics and Economics",
641,N389117423203,F,Southeast Asia,ay1718,PSYCHOLOGY,74.50114366,,66.56936191,"Mathematical, Computational and Statistical Sciences",Life Sciences,770.0
642,N390117412203,F,Southeast Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.76141269,1.0,71.2989015825,"Mathematical, Computational and Statistical Sciences",Physical Sciences,790.0
643,N391117410203,F,South Asia,ay1718,GLOBAL AFFAIRS,60.87000402,,50.4538426475,Literature,Physical Sciences,690.0
644,N392117408203,F,North America,ay1718,GLOBAL AFFAIRS,69.94147872,1.0,69.919991295,Arts & Humanities,Arts & Humanities,780.0
645,N393117405203,F,Singapore,ay1718,LIFE SCIENCES,81.03309355,3.0,87.083399075,Anthropology,Arts & Humanities,740.0
646,N394117401203,F,Europe,ay1718,LIFE SCIENCES,66.87796064,,65.5151360675,Life Sciences,Physical Sciences,710.0
647,N395117402203,F,Europe,ay1718,ARTS AND HUMANITIES,63.92244538,,60.883039805,Arts & Humanities,Psychology,730.0
648,N397117424203,F,South Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",68.2251571,,62.0056174075,Undecided,Economics,780.0
649,N399117421203,M,South Asia,ay1718,LITERATURE,77.41716,,72.3995563675,"Mathematical, Computational and Statistical Sciences",Literature,710.0
650,N300117402204,M,Other,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",75.03540629999999,3.0,61.6596682975,"Mathematical, Computational and Statistical Sciences",Physical Sciences,650.0
651,N301117425204,F,Europe,ay1718,PSYCHOLOGY,71.53757387,,69.896162155,Psychology,Philosophy,690.0
652,N302117424204,M,North America,ay1718,PHILOSOPHY,82.21033563,,87.32756523,Economics,Physical Sciences,800.0
653,N305117418204,F,East Asia,ay1718,GLOBAL AFFAIRS,74.67515340000001,,75.5303800875,Psychology,Global Affairs,800.0
654,N307117413204,F,Other,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",72.32308502,,67.7381150625,"Mathematical, Computational and Statistical Sciences",Undecided,740.0
655,N308117412204,M,North America,ay1718,ECONOMICS,77.08777091,,83.34232336,"Philosophy, Politics and Economics","Mathematical, Computational and Statistical Sciences",800.0
656,N309117410204,M,Singapore,ay1718,LIFE SCIENCES,80.10688302,2.0,76.9447948275,Life Sciences,Physical Sciences,760.0
657,N310117425204,F,Europe,ay1718,PHYSICAL SCIENCES,74.73807969,,69.53475821,Physical Sciences,Undeclared,780.0
658,N311117424204,M,Southeast Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",79.27507253,2.0,79.4692481475,Undecided,Undecided,660.0
659,N312117423204,M,South Asia,ay1718,PHYSICAL SCIENCES,82.58960111,,86.9166881925,Physical Sciences,"Mathematical, Computational and Statistical Sciences",800.0
660,N313117421204,F,Europe,ay1718,GLOBAL AFFAIRS,79.37313166,,83.6404374325,Psychology,Urban Studies,780.0
661,N315117414204,M,Other,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",59.7883052,,60.8749045875,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",740.0
662,N316117413204,F,Singapore,ay1718,URBAN STUDIES,75.72872486,1.0,78.0072795825,Undecided,Anthropology,730.0
664,N319117408204,M,North America,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",70.68310708,,72.569721385,Global Affairs,Economics,670.0
665,N320117424204,F,Other,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",59.05503051,,44.9038324475,Global Affairs,"Philosophy, Politics and Economics",670.0
666,N321117423204,M,Southeast Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",63.84328887,,60.2951347375,Anthropology,Anthropology,620.0
667,N322117421204,F,South Asia,ay1718,PHYSICAL SCIENCES,66.3143382,,61.748132985,"Mathematical, Computational and Statistical Sciences",Economics,750.0
668,N323117418204,M,South Asia,ay1718,ENVIRONMENTAL STUDIES,64.40156743,,56.2701993775,Physical Sciences,Philosophy,680.0
669,N324117414204,F,East Asia,ay1718,ENVIRONMENTAL STUDIES,82.69539677,,89.2035609125,Psychology,Physical Sciences,800.0
670,N325117413204,M,Other,ay1718,PHYSICAL SCIENCES,69.76998231,,67.3156669225,Physical Sciences,Arts & Humanities,680.0
671,N326117412204,M,South Asia,ay1718,ECONOMICS,64.0351786,,57.9614183825,"Philosophy, Politics and Economics",Economics,710.0
672,N327117410204,F,East Asia,ay1718,PHYSICAL SCIENCES,74.90941351,,72.424595495,"Mathematical, Computational and Statistical Sciences",Economics,800.0
673,N328117408204,F,East Asia,ay1718,URBAN STUDIES,71.57557779,,71.6760040025,Anthropology,Anthropology,780.0
674,N329117405204,F,East Asia,ay1718,PHILOSOPHY,85.98195034,1.0,86.331376175,History,Psychology,800.0
675,N330117423204,F,East Asia,ay1718,ENVIRONMENTAL STUDIES,70.50973758,2.0,73.78324397,Environmental Studies,Global Affairs,760.0
676,N331117421204,F,Europe,ay1718,GLOBAL AFFAIRS,71.73787307,,57.65728434,Global Affairs,Arts & Humanities,640.0
677,N332117418204,F,Singapore,ay1718,ECONOMICS,71.48396429,3.0,59.98179623,Economics,Undecided,
678,N333117414204,F,Singapore,ay1718,PHILOSOPHY,69.68523625,2.0,60.519056205,Global Affairs,"Philosophy, Politics and Economics",700.0
679,N334117413204,F,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",77.16595768,,75.74281332,Psychology,"Philosophy, Politics and Economics",740.0
680,N335117412204,F,Singapore,ay1718,ANTHROPOLOGY,73.79035612,2.0,61.92845509,Life Sciences,Economics,710.0
681,N336117410204,F,Singapore,ay1718,URBAN STUDIES,67.59103376,2.0,66.5242788125,Global Affairs,Urban Studies,720.0
682,N337117408204,M,North America,ay1718,Undeclared,70.34038435,,64.836545365,"Philosophy, Politics and Economics",Urban Studies,760.0
683,N339117401204,F,Southeast Asia,ay1718,ECONOMICS,81.98200871,,83.7704973425,"Philosophy, Politics and Economics",Economics,760.0
684,N341117418204,F,Other,ay1718,PSYCHOLOGY,67.29805851,3.0,62.9079958175,Life Sciences,Psychology,690.0
685,N343117413204,M,North America,ay1718,PHYSICAL SCIENCES,76.46653885,,71.456246415,History,Physical Sciences,720.0
686,N344117412204,F,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",64.16292427,,60.4850099175,Urban Studies,"Philosophy, Politics and Economics",800.0
687,N345117410204,M,South Asia,ay1718,ENVIRONMENTAL STUDIES,80.71172352,,86.9123155025,Environmental Studies,Economics,800.0
688,N324117405209,M,East Asia,ay1718,PHYSICAL SCIENCES,82.22060317,1.0,92.4628626825,Environmental Studies,Physical Sciences,800.0
689,N339117421209,M,Southeast Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",81.04889791,1.0,87.9013478675,Physical Sciences,Physical Sciences,
690,N340117410209,M,Singapore,ay1718,DDP LAW,67.06566635,,58.78623062,Global Affairs,Economics,
691,N341117408209,F,Southeast Asia,ay1718,LIFE SCIENCES,78.89267133,3.0,77.573050465,Life Sciences,Literature,
692,N342117405209,M,East Asia,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",84.71526283,1.0,92.3642447375,Physical Sciences,Psychology,
693,N343117401209,M,Singapore,ay1718,GLOBAL AFFAIRS,70.69804833,1.0,67.2104277025,"Philosophy, Politics and Economics",Global Affairs,
694,N345117425209,M,East Asia,ay1718,ARTS AND HUMANITIES,70.02258815,1.0,73.464957115,Psychology,Physical Sciences,
695,N395117424214,F,Singapore,ay1718,PSYCHOLOGY,74.08300791,1.0,69.7208317925,Arts & Humanities,Physical Sciences,
696,N396117423214,M,Singapore,ay1718,DDP LAW,74.16537966,,72.8356517575,Literature,Arts & Humanities,
697,N397117421214,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",80.83903089,,83.9194744375,Physical Sciences,Anthropology,
698,N398117418214,M,Singapore,ay1718,ANTHROPOLOGY,84.72127114,,86.9529519325,Global Affairs,"Philosophy, Politics and Economics",
699,N399117414214,M,Singapore,ay1718,ENVIRONMENTAL STUDIES,78.97665107,,83.5785772,"Philosophy, Politics and Economics",Economics,
700,N300117424215,F,Singapore,ay1718,PSYCHOLOGY,77.53642961,1.0,80.39129367,Psychology,"Mathematical, Computational and Statistical Sciences",
701,N301117423215,F,Singapore,ay1718,ECONOMICS,72.35448401,1.0,71.721546675,History,"Philosophy, Politics and Economics",
702,N302117421215,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,75.32937392,1.0,74.69690074,Anthropology,"Philosophy, Politics and Economics",
703,N303117418215,F,Singapore,ay1718,ARTS AND HUMANITIES,70.03597517,1.0,71.153256145,Philosophy,Literature,
704,N304117414215,M,Europe,ay1718,ECONOMICS,81.93147844,,84.079215615,Economics,"Philosophy, Politics and Economics",770.0
705,N305117413215,F,Singapore,ay1718,PHILOSOPHY,68.94756852,,65.054155085,Philosophy,Undecided,
706,N306117412215,F,Singapore,ay1718,GLOBAL AFFAIRS,74.20562206,3.0,72.431322985,Arts & Humanities,Global Affairs,
707,N307117410215,M,Singapore,ay1718,PHILOSOPHY,73.56376601,,79.0022149775,Literature,Undecided,
708,N308117408215,F,Singapore,ay1718,ANTHROPOLOGY,74.84580892,1.0,79.35473129,Psychology,Anthropology,
709,N343117410215,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,80.4075255,1.0,86.8145960025,Anthropology,Urban Studies,
710,N344117408215,F,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",69.51198727,1.0,75.485899715,Economics,"Mathematical, Computational and Statistical Sciences",800.0
711,N345117405215,F,Singapore,ay1718,ECONOMICS,74.65429822,1.0,76.1903844425,Literature,Arts & Humanities,
712,N346117401215,M,Singapore,ay1718,DDP LAW,78.61769536,,78.02358521,"Philosophy, Politics and Economics",Psychology,
713,N347117402215,F,Singapore,ay1718,PSYCHOLOGY,73.48723957,1.0,73.00378447,Global Affairs,"Philosophy, Politics and Economics",
714,N348117425215,F,Singapore,ay1718,PSYCHOLOGY,75.32010837,1.0,76.8686252875,"Philosophy, Politics and Economics",Anthropology,710.0
715,N349117424215,F,Singapore,ay1718,LITERATURE,73.69640721,1.0,71.40626851,Global Affairs,Economics,780.0
716,N350117413215,M,Singapore,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",86.42025538,,91.2719610425,Global Affairs,"Philosophy, Politics and Economics",
717,N351117412215,M,Singapore,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",83.31129708,,85.51432191,"Mathematical, Computational and Statistical Sciences","Philosophy, Politics and Economics",
718,N352117410215,F,Southeast Asia,ay1718,ENVIRONMENTAL STUDIES,77.96408533,1.0,78.99597829999999,Environmental Studies,Urban Studies,
719,N354117405215,F,Singapore,ay1718,ARTS AND HUMANITIES,72.62057840000001,1.0,71.5138112125,Literature,Undecided,
720,N355117401215,M,North America,ay1718,ENVIRONMENTAL STUDIES,79.03990372,,74.4245432225,Arts & Humanities,Environmental Studies,780.0
721,N357117425215,F,Singapore,ay1718,ENVIRONMENTAL STUDIES,69.96620202,2.0,66.9213885725,Literature,"Philosophy, Politics and Economics",
722,N358117424215,M,Singapore,ay1718,DDP LAW,76.71359606,,81.567455515,Physical Sciences,Global Affairs,
723,N359117423215,M,Singapore,ay1718,PHILOSOPHY,65.13034035,,55.25986111,Literature,"Philosophy, Politics and Economics",
724,N361117410215,M,Singapore,ay1718,DDP LAW,68.21686679999999,,60.7745596725,Arts & Humanities,Literature,
725,N362117408215,F,Singapore,ay1718,DDP LAW,80.59880221,1.0,78.9558954325,Urban Studies,"Philosophy, Politics and Economics",
726,N363117405215,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",78.37806212,,80.7791376925,"Philosophy, Politics and Economics",Urban Studies,
727,N364117401215,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",71.81812209,1.0,66.78401193,"Philosophy, Politics and Economics",Global Affairs,
728,N365117402215,F,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",71.16690179,1.0,61.39830991,Global Affairs,"Philosophy, Politics and Economics",
729,N366117425215,M,Singapore,ay1718,ANTHROPOLOGY,75.70777365,2.0,80.9036886075,Psychology,Anthropology,
730,N367117424215,F,Singapore,ay1718,HISTORY,73.63610779,2.0,76.80024007,Arts & Humanities,Global Affairs,
731,N368117423215,M,Singapore,ay1718,ANTHROPOLOGY,76.56354905,1.0,83.75782212,Economics,Global Affairs,
732,N370117410215,M,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",77.17513013,1.0,80.26327265,Anthropology,Global Affairs,
733,N371117408215,M,Singapore,ay1718,PHILOSOPHY,85.30743954,,89.018098175,Arts & Humanities,"Philosophy, Politics and Economics",800.0
734,N372117405215,M,Singapore,ay1718,URBAN STUDIES,78.54112232,,74.235592545,Global Affairs,History,
735,N373117401215,M,Singapore,ay1718,DDP LAW,76.40874593,1.0,79.8790668275,"Philosophy, Politics and Economics",History,
736,N374117402215,F,Singapore,ay1718,LITERATURE,65.53570399,,62.6984579075,Literature,Philosophy,
737,N375117425215,F,Singapore,ay1718,PSYCHOLOGY,75.52602006,1.0,80.2275932825,Psychology,Urban Studies,
738,N377117423215,M,Singapore,ay1718,PHILOSOPHY,75.65201174,,79.959922705,Philosophy,Psychology,
739,N378117421215,M,East Asia,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",73.68292738,2.0,80.279933545,Environmental Studies,Arts & Humanities,800.0
740,N379117418215,F,Singapore,ay1718,URBAN STUDIES,79.51220346,1.0,79.059064585,Global Affairs,Economics,
741,N380117408215,M,Singapore,ay1718,ECONOMICS,70.36191801,,65.8277777175,"Philosophy, Politics and Economics",Global Affairs,
742,N381117405215,F,Singapore,ay1718,URBAN STUDIES,70.87097091,1.0,68.6803714675,Literature,Arts & Humanities,
743,N382117401215,M,Singapore,ay1718,LITERATURE,68.59621751,,62.10321825,History,Literature,
744,N383117402215,F,Singapore,ay1718,DDP LAW,75.45527173,1.0,78.5654456075,Psychology,Anthropology,
745,N384117425215,M,Singapore,ay1718,ENVIRONMENTAL STUDIES,74.16561121,,74.9045862275,Arts & Humanities,Global Affairs,
746,N385117424215,M,Singapore,ay1718,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",76.31154069,1.0,77.710138475,Literature,"Mathematical, Computational and Statistical Sciences",
747,N387117421215,F,Singapore,ay1718,ARTS AND HUMANITIES,71.19067086,1.0,66.3584713025,History,Literature,
748,N388117418215,F,Singapore,ay1718,URBAN STUDIES,79.59090784,1.0,83.530208235,Urban Studies,Environmental Studies,
749,N390117405215,F,Singapore,ay1718,HISTORY,83.98955701,1.0,84.9263226825,History,Global Affairs,
750,N391117401215,F,Singapore,ay1718,GLOBAL AFFAIRS,62.67356118,1.0,55.9890514775,History,Global Affairs,
751,N392117402215,M,Singapore,ay1718,ANTHROPOLOGY,77.53959495,1.0,82.0077038125,"Philosophy, Politics and Economics",Global Affairs,
752,N393117425215,F,Singapore,ay1718,LITERATURE,65.9405823,2.0,52.905421200000006,Literature,Arts & Humanities,
753,N382117423219,F,Singapore,ay1718,HISTORY,74.26446829,1.0,83.0103768175,Life Sciences,Philosophy,
754,N303117425220,F,Other,ay1718,LIFE SCIENCES,68.77489022,,75.032434455,History,Life Sciences,740.0
755,N340117421222,F,Singapore,ay1718,DDP LAW,77.15304920000001,1.0,80.598770055,Urban Studies,Psychology,
756,N333117405227,F,Singapore,ay1718,PSYCHOLOGY,79.57919196,1.0,80.48740806,Psychology,Life Sciences,
757,N327117401243,F,Singapore,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",76.89038566,1.0,81.22773147,Literature,"Philosophy, Politics and Economics",
758,N332117412243,M,South Asia,ay1718,LIFE SCIENCES,74.71097666,,74.4626384725,Environmental Studies,Physical Sciences,720.0
759,N334117408243,F,Singapore,ay1718,URBAN STUDIES,76.18569058,1.0,70.6824670225,Global Affairs,"Philosophy, Politics and Economics",740.0
760,N335117405243,F,Singapore,ay1718,LIFE SCIENCES,71.29241129,,65.7557169475,Anthropology,Life Sciences,
761,N323117408245,M,Singapore,ay1718,Undeclared,75.87896197,,78.6404094025,Economics,Undeclared,800.0
762,N324117405245,M,Other,ay1718,"PHILOSOPHY, POLITICS AND ECONOMICS",80.30951884,1.0,91.2680341775,"Philosophy, Politics and Economics",Anthropology,780.0
763,N328117424245,M,Singapore,ay1718,URBAN STUDIES,82.07533371,,92.3364602125,Arts & Humanities,"Mathematical, Computational and Statistical Sciences",
764,N393117421263,F,Singapore,ay1718,PSYCHOLOGY,75.87086347,1.0,74.9241278475,"Philosophy, Politics and Economics",History,
765,N313117412271,F,Singapore,ay1718,DDP LAW,73.12502596,1.0,75.7383963775,"Philosophy, Politics and Economics",Global Affairs,780.0
766,N314117410271,M,Singapore,ay1718,Undeclared,70.17977054,3.0,64.0794651325,"Philosophy, Politics and Economics",Global Affairs,
767,N314113414263,M,Singapore,ay1819,ANTHROPOLOGY,75.87839804,2.0,63.53198296,Anthropology,Global Affairs,
768,N360116405246,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,85.25137190000001,1.0,88.3019282425,Environmental Studies,Anthropology,
769,N330116410247,F,East Asia,ay1819,PHYSICAL SCIENCES,85.65314304,,95.890312315,Physical Sciences,Physical Sciences,800.0
770,N316116421296,F,South Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.16231877,,60.955088645,"Philosophy, Politics and Economics",Undecided,740.0
771,N395117414218,F,Singapore,ay1819,PSYCHOLOGY,80.49733333,1.0,80.199640395,Psychology,History,
772,N359117405268,F,Singapore,ay1819,ARTS AND HUMANITIES,80.22087022,1.0,79.2120706475,Arts & Humanities,Urban Studies,
773,N321118418223,M,Singapore,ay1819,PHILOSOPHY,83.12729392,,77.636867965,Philosophy,Undecided,
774,N300118421234,M,Singapore,ay1819,URBAN STUDIES,78.37422772,2.0,78.68341499,Urban Studies,Economics,
776,N368118423250,F,Singapore,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",71.79521846,,57.7884391525,"Mathematical, Computational and Statistical Sciences",Physical Sciences,
777,N320119425201,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",71.55733235,3.0,61.1925664475,"Philosophy, Politics and Economics",Psychology,
778,N372119425207,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",72.25957056,1.0,58.86833971,"Philosophy, Politics and Economics","Mathematical, Computational and Statistical Sciences",730.0
779,N373119424207,F,Europe,ay1819,LIFE SCIENCES,73.97225040000001,,67.5111383725,Life Sciences,Physical Sciences,730.0
780,N374119423207,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.45054189,1.0,74.4523641975,"Philosophy, Politics and Economics",Psychology,
781,N375119421207,M,Singapore,ay1819,ECONOMICS,84.46199216,1.0,76.2422823125,Economics,Anthropology,
782,N376119418207,F,Singapore,ay1819,PHYSICAL SCIENCES,81.58707874,,75.66345434,Physical Sciences,Undecided,
783,N377119414207,M,Europe,ay1819,GLOBAL AFFAIRS,82.38224546,,82.852988555,Global Affairs,Life Sciences,780.0
784,N378119413207,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.69191618,1.0,77.283638705,"Philosophy, Politics and Economics",Economics,
786,N380119402207,F,East Asia,ay1819,ANTHROPOLOGY,73.49810883,1.0,67.790545625,Anthropology,Literature,790.0
787,N381119425207,F,Singapore,ay1819,PSYCHOLOGY,77.68023909,3.0,74.1782087025,Psychology,Economics,
788,N382119424207,M,Europe,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.75993913,3.0,62.69815538,"Philosophy, Politics and Economics",Global Affairs,790.0
789,N383119423207,F,Singapore,ay1819,ANTHROPOLOGY,80.75702966,2.0,84.646435925,Anthropology,Global Affairs,
790,N384119421207,F,Singapore,ay1819,ARTS AND HUMANITIES,75.67563571,,67.84439951,Arts & Humanities,Literature,
791,N385119418207,F,East Asia,ay1819,PSYCHOLOGY,65.44378038,,59.8013170625,Psychology,"Philosophy, Politics and Economics",720.0
792,N386119414207,F,Europe,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",83.11559466,2.0,77.98187489,"Mathematical, Computational and Statistical Sciences",Life Sciences,780.0
793,N387119413207,F,Singapore,ay1819,ARTS AND HUMANITIES,66.39570603,2.0,55.7591580925,Arts & Humanities,Literature,
794,N388119412207,F,Singapore,ay1819,ANTHROPOLOGY,72.13138438,1.0,79.098107195,Anthropology,Psychology,
795,N389119410207,M,North America,ay1819,ECONOMICS,76.64638858,1.0,73.76714083,Economics,Literature,760.0
796,N390119425207,F,Singapore,ay1819,PSYCHOLOGY,82.74437039,1.0,84.00589352,Psychology,Life Sciences,
797,N391119424207,M,North America,ay1819,PHILOSOPHY,80.31935106,2.0,81.7865118075,Philosophy,Arts & Humanities,690.0
798,N392119423207,F,Singapore,ay1819,URBAN STUDIES,77.29007808,,69.533165245,Urban Studies,Psychology,
799,N393119421207,M,Singapore,ay1819,PSYCHOLOGY,78.91105913,,78.009074945,Psychology,Philosophy,
800,N394119418207,F,Singapore,ay1819,LITERATURE,76.69881048,1.0,70.264886315,Literature,Psychology,
801,N395119414207,M,Singapore,ay1819,ARTS AND HUMANITIES,71.75399136,,57.9114302575,Arts & Humanities,Life Sciences,
802,N396119413207,F,Europe,ay1819,PHYSICAL SCIENCES,85.50855372,1.0,87.3596549075,Physical Sciences,Arts & Humanities,790.0
803,N397119412207,F,East Asia,ay1819,LIFE SCIENCES,77.38017848,1.0,74.8256256675,Life Sciences,Physical Sciences,780.0
804,N398119410207,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",86.96291559,,91.6343097775,"Philosophy, Politics and Economics",Undecided,
805,N300119414208,F,Singapore,ay1819,ANTHROPOLOGY,81.92932276,,79.8474044425,Anthropology,Life Sciences,
806,N301119413208,F,Other,ay1819,PHYSICAL SCIENCES,72.31701034,,54.1352607575,Physical Sciences,Environmental Studies,620.0
807,N302119412208,F,North America,ay1819,LIFE SCIENCES,80.83612291,,78.9088215725,Life Sciences,History,620.0
808,N303119410208,F,Other,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",74.18888351,2.0,63.5115641725,"Mathematical, Computational and Statistical Sciences",Life Sciences,650.0
809,N304119408208,F,Southeast Asia,ay1819,Undecided,82.21623428,1.0,87.1128387175,Undecided,Psychology,770.0
810,N305119405208,F,Singapore,ay1819,PSYCHOLOGY,81.02403104,,71.2270615275,Psychology,Arts & Humanities,
811,N306119401208,F,Singapore,ay1819,PSYCHOLOGY,75.59392525,,71.1564870525,Psychology,Urban Studies,
812,N307119402208,F,Singapore,ay1819,URBAN STUDIES,78.39379722,1.0,66.5371511775,Urban Studies,Environmental Studies,
813,N308119425208,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",70.47719662,,55.79005422,"Philosophy, Politics and Economics",Global Affairs,
814,N309119424208,F,Southeast Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",81.29412087,,78.79990065,"Philosophy, Politics and Economics",Global Affairs,800.0
815,N310119413208,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,78.50688507,2.0,72.697346225,Environmental Studies,Global Affairs,
816,N311119412208,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",90.44306738,1.0,90.1018216875,"Philosophy, Politics and Economics",Global Affairs,
817,N312119410208,M,Europe,ay1819,LIFE SCIENCES,81.31468706,2.0,75.841982795,Life Sciences,Global Affairs,780.0
818,N313119408208,F,South Asia,ay1819,ECONOMICS,77.6200782,,75.2947318775,Economics,Undecided,780.0
819,N314119405208,F,East Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",82.77034769,,84.350135815,"Mathematical, Computational and Statistical Sciences",Philosophy,780.0
820,N315119401208,M,Singapore,ay1819,LITERATURE,75.93856442,,68.010529575,Literature,"Philosophy, Politics and Economics",
821,N316119402208,F,Europe,ay1819,LIFE SCIENCES,80.78430083,2.0,73.454415455,Life Sciences,Physical Sciences,610.0
822,N317119425208,M,Singapore,ay1819,ANTHROPOLOGY,78.98465922,2.0,77.1898404375,Anthropology,Anthropology,710.0
823,N318119424208,M,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.62174824,,64.25966122,"Philosophy, Politics and Economics",History,
824,N319119423208,F,North America,ay1819,LIFE SCIENCES,80.31219061,,76.6084873925,Life Sciences,Physical Sciences,760.0
825,N320119412208,M,South Asia,ay1819,Undecided,78.12383727,,71.02678489,Undecided,"Philosophy, Politics and Economics",740.0
826,N321119410208,F,Southeast Asia,ay1819,"MATHEMATICAL, COMPUTATIONAL AND STATISTICAL SCIENCES",75.68313454,,68.359970785,"Mathematical, Computational and Statistical Sciences",Physical Sciences,790.0
827,N322119408208,M,Singapore,ay1819,HISTORY,78.37297867,1.0,71.5609830025,History,"Philosophy, Politics and Economics",
828,N324119401208,F,Singapore,ay1819,PSYCHOLOGY,87.78879287,1.0,92.72364089,Psychology,"Mathematical, Computational and Statistical Sciences",
829,N325119402208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.35341030000001,1.0,76.32174831,"Philosophy, Politics and Economics",Literature,
830,N326119425208,M,East Asia,ay1819,ECONOMICS,69.51487048,1.0,74.89725974,Economics,Life Sciences,800.0
831,N327119424208,F,Southeast Asia,ay1819,URBAN STUDIES,76.72053619,,70.2813213675,Urban Studies,"Philosophy, Politics and Economics",780.0
832,N328119423208,F,Singapore,ay1819,ENVIRONMENTAL STUDIES,74.31526843,,61.3178533425,Environmental Studies,Arts & Humanities,
833,N329119421208,F,South Asia,ay1819,PSYCHOLOGY,77.222021,,70.5187103975,Psychology,Global Affairs,730.0
834,N330119410208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",83.43765686,1.0,84.810332425,"Philosophy, Politics and Economics",Physical Sciences,
835,N331119408208,F,East Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",74.73433378,,65.13830338,"Philosophy, Politics and Economics",Global Affairs,780.0
836,N332119405208,F,Other,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",76.84307738,,72.1228692375,"Philosophy, Politics and Economics",Global Affairs,760.0
837,N333119401208,F,Singapore,ay1819,PSYCHOLOGY,67.55921327,,54.6967605425,Psychology,Undecided,
838,N334119402208,M,Singapore,ay1819,GLOBAL AFFAIRS,76.20684916,,69.754392355,Global Affairs,"Philosophy, Politics and Economics",630.0
839,N335119425208,F,Singapore,ay1819,ARTS AND HUMANITIES,71.15732125,2.0,53.859337215,Arts & Humanities,"Philosophy, Politics and Economics",
840,N336119424208,F,Singapore,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",84.38320656,2.0,80.8555148825,"Philosophy, Politics and Economics",Anthropology,780.0
841,N337119423208,M,North America,ay1819,PHILOSOPHY,79.98670071,2.0,74.4364719725,Philosophy,Global Affairs,680.0
842,N339119418208,M,Singapore,ay1819,ARTS AND HUMANITIES,69.54926619,3.0,47.240964925,Arts & Humanities,Undecided,
843,N340119408208,M,East Asia,ay1819,"PHILOSOPHY, POLITICS AND ECONOMICS",75.57133794,3.0,69.8041380925,"Philosophy, Politics and Economics",Global Affairs,720.0
